wave,var_name,question,options,n_options,pct_answered
W54,ECIMPb,ECIMPb_W54. How much power and influence do you think each of the following have in Today’S Economy? Technology companies,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPc,ECIMPc_W54. How much power and influence do you think each of the following have in Today’S Economy? Labor unions,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPd,ECIMPd_W54. How much power and influence do you think each of the following have in Today’S Economy? Banks and other financial institutions,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPe,ECIMPe_W54. How much power and influence do you think each of the following have in Today’S Economy? Small businesses,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPf,ECIMPf_W54. How much power and influence do you think each of the following have in Today’S Economy? Large corporations,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPg,ECIMPg_W54. How much power and influence do you think each of the following have in Today’S Economy? People who are wealthy,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPh,ECIMPh_W54. How much power and influence do you think each of the following have in Today’S Economy? People who are poor,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPi,ECIMPi_W54. How much power and influence do you think each of the following have in Today’S Economy? The middle class,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,ECIMPj,ECIMPj_W54. How much power and influence do you think each of the following have in Today’S Economy? Health insurance companies,Too much power and influence | Not enough power and influence | About the right amount,3,50.0
W54,YOUTHSPORT,"Thinking about the effect that Competitive Youth Sports are having on U.S. society, overall would you say that it is…",Very positive | Somewhat positive | Somewhat negative | Very negative,4,100.0
W54,PROFSPORT,"Thinking about the effect that Professional Sports are having on U.S. society, overall would you say that it is…",Very positive | Somewhat positive | Somewhat negative | Very negative,4,100.0
W54,SPEAKOUT,"How acceptable, if at all, do you think it is for professional athletes to speak out publicly about political issues?",Very acceptable | Somewhat acceptable | Not too acceptable | Not at all acceptable,4,100.0
W54,SPORTPOL,"How important is it to you, if at all, that professional athletes who you support share your political views?",Very important | Somewhat important | Not too important | Not at all important | Do not follow professional sports,5,100.0
W54,WORRY2a,"WORRY2a_W54. How often, if ever, do you worry about each of the following? The amount of debt you have",Every day | Almost every day | Sometimes | Rarely | Never,5,100.0
W54,WORRY2b,"WORRY2b_W54. How often, if ever, do you worry about each of the following? Losing your job",Every day | Almost every day | Sometimes | Rarely | Never,5,62.8
W54,WORRY2c,"WORRY2c_W54. How often, if ever, do you worry about each of the following? Paying your bills",Every day | Almost every day | Sometimes | Rarely | Never,5,100.0
W54,WORRY2d,"WORRY2d_W54. How often, if ever, do you worry about each of the following? The cost of health care for you and your family",Every day | Almost every day | Sometimes | Rarely | Never,5,100.0
W54,WORRY2e,"WORRY2e_W54. How often, if ever, do you worry about each of the following? Being able to save enough for your retirement",Every day | Almost every day | Sometimes | Rarely | Never,5,100.0
W54,FINANCEa,FINANCEa_W54. Do you have any of the following types of savings or investment accounts? A savings account,"Yes, have this | No, do not have this",2,100.0
W54,FINANCEb,"FINANCEb_W54. Do you have any of the following types of savings or investment accounts? An IRA, 401K or a similar kind of retirement account","Yes, have this | No, do not have this",2,100.0
W54,FINANCEc,"FINANCEc_W54. Do you have any of the following types of savings or investment accounts? Personal investments in stocks, bonds or mutual funds other than those held in an IRA or 401K","Yes, have this | No, do not have this",2,100.0
W54,DEBTa,DEBTa_W54. Do you have any of the following types of loans or debt? Credit card debt,"Yes, have this | No, do not have this",2,100.0
W54,DEBTb,DEBTb_W54. Do you have any of the following types of loans or debt? Car loan,"Yes, have this | No, do not have this",2,100.0
W54,DEBTc,DEBTc_W54. Do you have any of the following types of loans or debt? Student loans,"Yes, have this | No, do not have this",2,100.0
W54,DEBTd,DEBTd_W54. Do you have any of the following types of loans or debt? A mortgage or a home loan,"Yes, have this | No, do not have this",2,100.0
W54,DEBTe,DEBTe_W54. Do you have any of the following types of loans or debt? Debt from medical bills,"Yes, have this | No, do not have this",2,100.0
W54,BENEFITSa,"BENEFITSa_W54. Have you or anyone in your household received any of the following government services and benefits in the past 12 months? Food assistance, such as SNAP benefits","Yes, have received in the past 12 months | No, have not received in the past 12 months",2,100.0
W54,BENEFITSb,BENEFITSb_W54. Have you or anyone in your household received any of the following government services and benefits in the past 12 months? Medicaid benefits,"Yes, have received in the past 12 months | No, have not received in the past 12 months",2,100.0
W54,BENEFITSc,BENEFITSc_W54. Have you or anyone in your household received any of the following government services and benefits in the past 12 months? Unemployment benefits,"Yes, have received in the past 12 months | No, have not received in the past 12 months",2,100.0
W54,NATPROBS_a,How much of a problem do you think each of the following are in the country today? Terrorism,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,47.3
W54,NATPROBS_c,How much of a problem do you think each of the following are in the country today? The federal budget deficit,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,47.3
W54,NATPROBS_d,How much of a problem do you think each of the following are in the country today? The affordability of healthcare,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,47.3
W54,NATPROBS_e,How much of a problem do you think each of the following are in the country today? Racism,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,48.0
W54,NATPROBS_f,How much of a problem do you think each of the following are in the country today? The affordability of a college education,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,48.0
W54,NATPROBS_g,How much of a problem do you think each of the following are in the country today? Drug addiction,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,48.0
W54,NATPROBS_h,How much of a problem do you think each of the following are in the country today? Job opportunities for all Americans,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,48.0
W54,NATPROBS_i,How much of a problem do you think each of the following are in the country today? Illegal immigration,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,95.3
W54,NATPROBS_j,How much of a problem do you think each of the following are in the country today? Economic inequality,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,95.3
W54,NATPROBS_k,How much of a problem do you think each of the following are in the country today? Climate change,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,95.3
W54,NATPROBS_l,How much of a problem do you think each of the following are in the country today? Sexism,A very big problem | A moderately big problem | A small problem | Not a problem at all,4,95.3
W54,WORKHARD,Next are some pairs of statements that will help us understand how you feel about a number of things. Please choose the statement that comes closer to your own views – even if neither is exactly right.,Most people who want to get ahead can make it if they're willing to work hard | Hard work and determination are no guarantee of success for most people,2,95.3
W54,POOREASY,"Again, please choose the statement that comes closer to your own views – even if neither is exactly right.",Poor people today have it easy because they can get government benefits without doing anything in return | Poor people have hard lives because government benefits don't go far enough to help them live decently,2,23.7
W54,ECONFAIR,"Next are a few more pairs of statements. Again, please choose the statement that comes closer to your own views – even if neither is exactly right",The economic system in this country unfairly favors powerful interests | The economic system in this country is generally fair to most Americans,2,95.3
W54,INC_TIER1,Five-tier income,Lower income | Lower-middle income | Middle income | Upper-middle income | Upper income,5,100.0
W54,INC_TIER2,Three-tier income,Lower income | Middle income | Upper income,3,100.0
W82,GAP21Q1,"Thinking about our economic situation, how would you describe the current economic situation in the U.S.?",Very good | Somewhat good | Somewhat bad | Very bad,4,100.0
W82,GAP21Q2,"When children today in the U.S. grow up, do you think they will be…",Better off financially than their parents | Worse off financially than their parents,2,100.0
W82,GAP21Q3,How satisfied are you with the way democracy is working in the U.S.?,Very satisfied | Somewhat satisfied | Not too satisfied | Not at all satisfied,4,100.0
W82,GAP21Q4_a,GAP21Q4_a_W82. Do you have a favorable or unfavorable opinion of… The United States,Very favorable | Somewhat favorable | Somewhat unfavorable | Very unfavorable,4,49.6
W82,GAP21Q4_b,GAP21Q4_b_W82. Do you have a favorable or unfavorable opinion of… China,Very favorable | Somewhat favorable | Somewhat unfavorable | Very unfavorable,4,49.6
W82,GAP21Q4_c,GAP21Q4_c_W82. Do you have a favorable or unfavorable opinion of… Germany,Very favorable | Somewhat favorable | Somewhat unfavorable | Very unfavorable,4,49.6
W82,GAP21Q4_d,GAP21Q4_d_W82. Do you have a favorable or unfavorable opinion of… The European Union,Very favorable | Somewhat favorable | Somewhat unfavorable | Very unfavorable,4,49.6
W82,GAP21Q4_e,GAP21Q4_e_W82. Do you have a favorable or unfavorable opinion of… The United Nations,Very favorable | Somewhat favorable | Somewhat unfavorable | Very unfavorable,4,49.6
W82,GAP21Q4_f,"GAP21Q4_f_W82. Do you have a favorable or unfavorable opinion of… NATO, that is, North Atlantic Treaty Organization",Very favorable | Somewhat favorable | Somewhat unfavorable | Very unfavorable,4,49.6
W82,GAP21Q5_a,GAP21Q5_a_W82. Do you think the government of each of the following countries respects the personal freedoms of its people? China,"Yes, respects personal freedoms | No, does not respect personal freedoms",2,100.0
W82,GAP21Q5_b,GAP21Q5_b_W82. Do you think the government of each of the following countries respects the personal freedoms of its people? The U.S.,"Yes, respects personal freedoms | No, does not respect personal freedoms",2,100.0
W82,GAP21Q6,"Which statement comes closest to your own views, even if neither is exactly right? Democracy in the U.S.…","Is a good example for other countries to follow | Used to be a good example, but has not been in recent years | Has never been a good example for other countries to follow",3,100.0
W82,GAP21Q7_a,GAP21Q7_a_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? The U.S.,Very good | Somewhat good | Somewhat bad | Very bad,4,100.0
W82,GAP21Q7_b,GAP21Q7_b_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? China,Very good | Somewhat good | Somewhat bad | Very bad,4,100.0
W82,GAP21Q7_c,GAP21Q7_c_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? The European Union,Very good | Somewhat good | Somewhat bad | Very bad,4,100.0
W82,GAP21Q7_d,"GAP21Q7_d_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? The World Health Organization, or WHO",Very good | Somewhat good | Somewhat bad | Very bad,4,100.0
W82,GAP21Q7_e,GAP21Q7_e_W82. Would you say each of the following has done a good or bad job dealing with the coronavirus outbreak? Germany,Very good | Somewhat good | Somewhat bad | Very bad,4,100.0
W82,GAP21Q8,"As a result of the coronavirus outbreak, has your own life changed…",A great deal | A fair amount | Not too much | Not at all,4,100.0
W82,GAP21Q9,"Thinking about the U.S. as a whole, do you think this country is now…",More UNITED than before the coronavirus outbreak | More DIVIDED than before the coronavirus outbreak,2,100.0
W82,GAP21Q10,"Thinking about restrictions on public activity in the U.S. over the course of the coronavirus outbreak, do you think there should have been…",More restrictions | Fewer restrictions | The restrictions were about right,3,100.0
W82,GAP21Q11,"Which statement comes closer to your view, even if neither is exactly right? America’s economy is…",Recovering from the effects of the coronavirus outbreak in ways that show the strengths of its economic system | Failing to recover from the effects of the coronavirus outbreak in ways that show the weaknesses of its economic system,2,100.0
W82,GAP21Q12,"How much confidence, if any, do you have in the healthcare system in the U.S. to handle a future global health emergency that might occur?",A great deal | Some | Not too much | None at all,4,100.0
W82,GAP21Q13_a,"GAP21Q13_a_W82. Thinking about the U.S., how much would you say each of the following needs to be changed, if at all? The economic system",It needs to be completely reformed | It needs major changes | It needs minor changes | It doesn’t need to be changed,4,100.0
W82,GAP21Q13_b,"GAP21Q13_b_W82. Thinking about the U.S., how much would you say each of the following needs to be changed, if at all? The healthcare system",It needs to be completely reformed | It needs major changes | It needs minor changes | It doesn’t need to be changed,4,100.0
W82,GAP21Q13_c,"GAP21Q13_c_W82. Thinking about the U.S., how much would you say each of the following needs to be changed, if at all? The political system",It needs to be completely reformed | It needs major changes | It needs minor changes | It doesn’t need to be changed,4,100.0
W82,GAP21Q14,And how confident are you that America’s political system can be changed effectively?,Very confident | Somewhat confident | Not too confident | Not at all confident,4,97.7
W82,GAP21Q15_a,"GAP21Q15_a_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Healthcare system",The best | Above average | Average | Below average | The worst,5,100.0
W82,GAP21Q15_b,"GAP21Q15_b_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Colleges and universities",The best | Above average | Average | Below average | The worst,5,100.0
W82,GAP21Q15_c,"GAP21Q15_c_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Standard of living",The best | Above average | Average | Below average | The worst,5,100.0
W82,GAP21Q15_d,"GAP21Q15_d_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Military",The best | Above average | Average | Below average | The worst,5,100.0
W82,GAP21Q15_e,"GAP21Q15_e_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Technological achievements",The best | Above average | Average | Below average | The worst,5,100.0
W82,GAP21Q15_f,"GAP21Q15_f_W82. Please compare the U.S. to other developed nations in a few different areas. In each instance, how does the U.S. compare? Entertainment, including movies, music and television",The best | Above average | Average | Below average | The worst,5,100.0
W82,GAP21Q17,"In making international policy decisions, to what extent, if at all, do you think the U.S. takes into account the interests of other countries around the world?",A great deal | A fair amount | Not too much | Not at all,4,100.0
W82,GAP21Q18,"Which statement comes closer to your view, even if neither is exactly right? The U.S. should…","Try to promote human rights in China, even if it harms economic relations with China | Prioritize strengthening economic relations with China, even if it means not addressing human rights issues",2,100.0
W82,GAP21Q19_a,GAP21Q19_a_W82. How much confidence do you have in each of the following leaders to do the right thing regarding world affairs? U.S. President Joe Biden,A lot of confidence | Some confidence | Not too much confidence | No confidence at all,4,100.0
W82,GAP21Q19_b,GAP21Q19_b_W82. How much confidence do you have in each of the following leaders to do the right thing regarding world affairs? Chinese President Xi Jinping,A lot of confidence | Some confidence | Not too much confidence | No confidence at all,4,100.0
W82,GAP21Q19_c,GAP21Q19_c_W82. How much confidence do you have in each of the following leaders to do the right thing regarding world affairs? Russian President Vladimir Putin,A lot of confidence | Some confidence | Not too much confidence | No confidence at all,4,100.0
W82,GAP21Q19_d,GAP21Q19_d_W82. How much confidence do you have in each of the following leaders to do the right thing regarding world affairs? German Chancellor Angela Merkel,A lot of confidence | Some confidence | Not too much confidence | No confidence at all,4,100.0
W82,GAP21Q19_e,GAP21Q19_e_W82. How much confidence do you have in each of the following leaders to do the right thing regarding world affairs? French President Emmanuel Macron,A lot of confidence | Some confidence | Not too much confidence | No confidence at all,4,100.0
W82,GAP21Q20,"Overall, do you think having people of many different backgrounds, such as different ethnic groups, religions and races, makes the U.S.…",A better place to live | A worse place to live,2,100.0
W82,GAP21Q21_a,"GAP21Q21_a_W82. In the U.S., how strong, if at all, are conflicts between each of the following groups? People who support different political parties",Very strong conflicts | Strong conflicts | Not very strong conflicts | There are not conflicts,4,100.0
W82,GAP21Q21_b,"GAP21Q21_b_W82. In the U.S., how strong, if at all, are conflicts between each of the following groups? People who live in cities and people who live in rural areas",Very strong conflicts | Strong conflicts | Not very strong conflicts | There are not conflicts,4,100.0
W82,GAP21Q21_c,"GAP21Q21_c_W82. In the U.S., how strong, if at all, are conflicts between each of the following groups? People who are religious and people who are not religious",Very strong conflicts | Strong conflicts | Not very strong conflicts | There are not conflicts,4,100.0
W82,GAP21Q21_d,"GAP21Q21_d_W82. In the U.S., how strong, if at all, are conflicts between each of the following groups? People with different ethnic or racial backgrounds",Very strong conflicts | Strong conflicts | Not very strong conflicts | There are not conflicts,4,100.0
W82,GAP21Q21_e,"GAP21Q21_e_W82. In the U.S., how strong, if at all, are conflicts between each of the following groups? People who practice different religions",Very strong conflicts | Strong conflicts | Not very strong conflicts | There are not conflicts,4,100.0
W82,GAP21Q22,"When it comes to important issues facing the U.S., people may disagree over policies, but do you think most people…",Agree on the basic facts | Disagree on the basic facts,2,100.0
W82,GAP21Q23,"In the U.S., do you think discrimination against people based on their race or ethnicity is a...",Very serious problem | Somewhat serious problem | Not too serious problem | Not a problem at all,4,100.0
W82,GAP21Q24,"How concerned are you, if at all, that global climate change will harm you personally at some point in your lifetime?",Very concerned | Somewhat concerned | Not too concerned | Not at all concerned,4,100.0
W82,GAP21Q25,"How much, if anything, would you be willing to change about how you live and work to help reduce the effects of global climate change? Would you be willing to make…",A lot of changes | Some changes | Only a few changes | No changes at all,4,100.0
W82,GAP21Q26_a,GAP21Q26_a_W82. Would you say each of the following is doing a good or bad job dealing with global climate change? The U.S.,Very good job | Somewhat good job | Somewhat bad job | Very bad job,4,100.0
W82,GAP21Q26_b,GAP21Q26_b_W82. Would you say each of the following is doing a good or bad job dealing with global climate change? The United Nations,Very good job | Somewhat good job | Somewhat bad job | Very bad job,4,100.0
W82,GAP21Q26_c,GAP21Q26_c_W82. Would you say each of the following is doing a good or bad job dealing with global climate change? China,Very good job | Somewhat good job | Somewhat bad job | Very bad job,4,100.0
W82,GAP21Q26_d,GAP21Q26_d_W82. Would you say each of the following is doing a good or bad job dealing with global climate change? The European Union,Very good job | Somewhat good job | Somewhat bad job | Very bad job,4,100.0
W82,GAP21Q27,"Do you think actions taken by the international community to address global climate change, such as the Paris climate agreement, will mostly…",Benefit America’s economy | Harm America’s economy | Have no impact on America’s economy,3,100.0
W82,GAP21Q28,"How confident are you, if at all, that the actions taken by the international community will significantly reduce the effects of global climate change?",Very confident | Somewhat confident | Not too confident | Not at all confident,4,100.0
W82,GAP21Q29,What kind of leadership role should the U.S. play in the world? It should…,Be the single world leader | Play a shared leadership role | Not play any leadership role,3,100.0
W82,GAP21Q30,"Should the U.S. be the most active of the leading nations, or should it be about as active as other leading nations?",Most active | About as active,2,79.5
W82,GAP21Q31,"How important, if at all, is it that the U.S. is generally respected by other countries around the world?",Very important | Somewhat important | Not too important | Not at all important,4,100.0
W82,GAP21Q32,"Now that Joe Biden is president, do you think other countries view the U.S…",A lot more positively | A little more positively | A little more negatively | A lot more negatively,4,100.0
W82,GAP21Q33_a,"GAP21Q33_a_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Preventing the spread of weapons of mass destruction",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_b,"GAP21Q33_b_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Protecting the jobs of American workers",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_c,"GAP21Q33_c_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Strengthening the United Nations",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_d,"GAP21Q33_d_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Reducing U.S. military commitments overseas",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_e,"GAP21Q33_e_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Limiting the power and influence of Russia",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_f,"GAP21Q33_f_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Promoting democracy in other nations",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_g,"GAP21Q33_g_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Reducing illegal immigration into the U.S.",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_h,"GAP21Q33_h_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Limiting the power and influence of China",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_i,"GAP21Q33_i_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Maintaining the U.S. military advantage over all other countries",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_j,"GAP21Q33_j_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Dealing with global climate change",Top priority | Some priority | No priority,3,49.6
W82,GAP21Q33_k,"GAP21Q33_k_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Reducing our trade deficit with foreign countries",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_l,"GAP21Q33_l_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Promoting and defending human rights in other countries",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_m,"GAP21Q33_m_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Reducing the spread of infectious diseases",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_n,"GAP21Q33_n_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Limiting the power and influence of Iran",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_o,"GAP21Q33_o_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Improving relationships with our allies",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_p,"GAP21Q33_p_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Taking measures to protect the U.S. from terrorist attacks",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_q,"GAP21Q33_q_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Getting other countries to assume more of the costs of maintaining world order",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_r,"GAP21Q33_r_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Aiding refugees fleeing violence around the world",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_s,"GAP21Q33_s_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Reducing legal immigrations into the U.S.",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q33_t,"GAP21Q33_t_W82. Thinking about long-range foreign policy goals, how much priority, if any, do you think each of the following should be given? Limiting the power and influence of North Korea",Top priority | Some priority | No priority,3,50.4
W82,GAP21Q34_a,"GAP21Q34_a_W82. Thinking about Joe Biden’s ability to handle a number of things, how confident are you that Joe Biden can do each of the following? Make good decisions about international trade",Very confident | Somewhat confident | Not too confident | Not at all confident,4,100.0
W82,GAP21Q34_b,"GAP21Q34_b_W82. Thinking about Joe Biden’s ability to handle a number of things, how confident are you that Joe Biden can do each of the following? Deal effectively with the threat of terrorism",Very confident | Somewhat confident | Not too confident | Not at all confident,4,100.0
W82,GAP21Q34_c,"GAP21Q34_c_W82. Thinking about Joe Biden’s ability to handle a number of things, how confident are you that Joe Biden can do each of the following? Make good decisions about the use of military force",Very confident | Somewhat confident | Not too confident | Not at all confident,4,100.0
W82,GAP21Q34_d,"GAP21Q34_d_W82. Thinking about Joe Biden’s ability to handle a number of things, how confident are you that Joe Biden can do each of the following? Deal effectively with global climate change",Very confident | Somewhat confident | Not too confident | Not at all confident,4,100.0
W82,GAP21Q34_e,"GAP21Q34_e_W82. Thinking about Joe Biden’s ability to handle a number of things, how confident are you that Joe Biden can do each of the following? Improve relationships with our allies",Very confident | Somewhat confident | Not too confident | Not at all confident,4,100.0
W82,GAP21Q34_f,"GAP21Q34_f_W82. Thinking about Joe Biden’s ability to handle a number of things, how confident are you that Joe Biden can do each of the following? Deal effectively with China",Very confident | Somewhat confident | Not too confident | Not at all confident,4,100.0
W82,GAP21Q35,"Which statement comes closer to your view, even if neither is exactly right?",MANY of the problems facing our country can be solved by working with other countries | FEW of the problems facing our country can be solved by working with other countries,2,100.0
W82,GAP21Q36,Please choose the statement that comes closer to your own views – even if neither is exactly right.,"In foreign policy, the U.S. should take into account the interests of its allies even if it means making compromises wit | In foreign policy, the U.S. should follow its own national interests even when its allies strongly disagree",2,100.0
W82,GAP21Q37,Please choose the statement that comes closer to your own views – even if neither is exactly right.,It’s best for the future of our country to be active in world affairs | We should pay less attention to problems overseas and concentrate on problems here at home,2,100.0
W82,GAP21Q38_a,"GAP21Q38_a_W82. How much, if at all, do you think the U.S. benefits from being a member of each of the following organizations? North Atlantic Treaty Organization, or NATO",A great deal | A fair amount | Not too much | Not at all,4,100.0
W82,GAP21Q38_b,"GAP21Q38_b_W82. How much, if at all, do you think the U.S. benefits from being a member of each of the following organizations? The United Nations",A great deal | A fair amount | Not too much | Not at all,4,100.0
W82,GAP21Q38_c,"GAP21Q38_c_W82. How much, if at all, do you think the U.S. benefits from being a member of each of the following organizations? The World Health Organization, or WHO",A great deal | A fair amount | Not too much | Not at all,4,100.0
W82,GAP21Q40,"On balance, do you think of China as a partner of the U.S., a competitor of the U.S. or an enemy of the U.S.?",Partner | Competitor | Enemy,3,100.0
W82,GAP21Q41,"Overall, do you think current economic relations between the U.S. and China are very good, somewhat good, somewhat bad or very bad?",Very good | Somewhat good | Somewhat bad | Very bad,4,100.0
W82,GAP21Q42,"Thinking about our economic and trade policy toward China, which is more important?",Building a strong relationship with China on economic issues | Getting tougher with China on economic issues,2,100.0
W82,GAP21Q43_a,"GAP21Q43_a_W82. Please indicate how much of a problem, if at all, each would be for the U.S. The loss of U.S. jobs to China",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q43_b,"GAP21Q43_b_W82. Please indicate how much of a problem, if at all, each would be for the U.S. The U.S. trade deficit with China",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q43_c,"GAP21Q43_c_W82. Please indicate how much of a problem, if at all, each would be for the U.S. China’s policies on human rights",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q43_d,"GAP21Q43_d_W82. Please indicate how much of a problem, if at all, each would be for the U.S. Tensions between China and Taiwan",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q43_e,"GAP21Q43_e_W82. Please indicate how much of a problem, if at all, each would be for the U.S. Cyberattacks from China",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q43_f,"GAP21Q43_f_W82. Please indicate how much of a problem, if at all, each would be for the U.S. China’s growing military power",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q43_g,"GAP21Q43_g_W82. Please indicate how much of a problem, if at all, each would be for the U.S. China’s growing technological power",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q43_h,"GAP21Q43_h_W82. Please indicate how much of a problem, if at all, each would be for the U.S. Tensions between Mainland China and Hong Kong",Very serious problem | Somewhat serious problem | Not too serious of a problem | Not a problem at all,4,100.0
W82,GAP21Q44,"Overall, do you think these increased tariffs were…",Good for the U.S. | Bad for the U.S. | No real effect either way,3,100.0
W82,GAP21Q45,"Overall, do you think these increased tariffs were…",Good for you personally | Bad for you personally | No real effect either way,3,100.0
W82,GAP21Q46,Do you think it’s good or bad for U.S. colleges and universities to accept international students?,Good | Bad,2,100.0
W82,GAP21Q47,"When it comes to whether or not to limit Chinese students studying in the U.S., do you…",Strongly support limiting Chinese students | Somewhat support limiting Chinese students | Somewhat oppose limiting Chinese students | Strongly oppose limiting Chinese students,4,100.0
W92,POL1JB,Do you approve or disapprove of the way Joe Biden is handling his job as president?,Approve | Disapprove,2,93.6
W92,LIFEFIFTY,"In general, would you say life in America today is better, worse, or about the same as it was 50 years ago for people like you?",Better | Worse | About the same,3,93.6
W92,BIGHOUSES,Would you prefer to live in a community where the houses are…,"Larger and farther apart, but schools, stores, and restaurants are several miles away | Smaller and closer to each other, but schools, stores, and restaurants are within walking distance",2,93.6
W92,INSTN_CHR,Are each of the following having a positive or negative effect on the way things are going in the country these days? Churches and religious organizations,Positive effect | Negative effect,2,93.6
W92,INSTN_CLGS,Are each of the following having a positive or negative effect on the way things are going in the country these days? Colleges and universities,Positive effect | Negative effect,2,93.6
W92,INSTN_LGECRP,Are each of the following having a positive or negative effect on the way things are going in the country these days? Large corporations,Positive effect | Negative effect,2,93.6
W92,INSTN_MSCENT,Are each of the following having a positive or negative effect on the way things are going in the country these days? The entertainment industry,Positive effect | Negative effect,2,93.6
W92,INSTN_LBRUN,Are each of the following having a positive or negative effect on the way things are going in the country these days? Labor unions,Positive effect | Negative effect,2,46.9
W92,INSTN_K12,Are each of the following having a positive or negative effect on the way things are going in the country these days? K-12 public schools,Positive effect | Negative effect,2,46.9
