model_label,question_id,n_options,wd_rep,wd_dem,wd_overall,closer_to,partisan_gap
Gemini 2.5 Flash,atp_W92_BUSPROFIT,2,0.4208,0.7987,0.6164,Rep,0.378
Gemini 2.5 Flash,atp_W92_CANDEXP,4,0.2968,0.1884,0.2409,Dem,0.2647
Gemini 2.5 Flash,atp_W92_CANMTCHPOL,2,0.6347,0.6845,0.6548,Rep,0.0498
Gemini 2.5 Flash,atp_W92_CANQUALPOL,4,0.186,0.1897,0.1891,Rep,0.0647
Gemini 2.5 Flash,atp_W92_CNTRYFAIR,2,0.7851,0.3058,0.5389,Dem,0.4793
Gemini 2.5 Flash,atp_W92_COMPROMISEVAL,2,0.3454,0.1281,0.233,Dem,0.2173
Gemini 2.5 Flash,atp_W92_CRIM_SENT2,3,0.3536,0.5478,0.452,Rep,0.1942
Gemini 2.5 Flash,atp_W92_DIFFPARTY,3,0.1854,0.2166,0.2071,Rep,0.0342
Gemini 2.5 Flash,atp_W92_ECONFAIR,2,0.5005,0.1112,0.2994,Dem,0.3894
Gemini 2.5 Flash,atp_W92_ELECT_CONF3_PRVFR,4,0.3954,0.2212,0.3051,Dem,0.4306
Gemini 2.5 Flash,atp_W92_ELECT_CONF3_PRVSUP,4,0.5108,0.3344,0.4204,Dem,0.2008
Gemini 2.5 Flash,atp_W92_ELECT_IMPT3_PRVFR,4,0.0876,0.2752,0.1853,Rep,0.1877
Gemini 2.5 Flash,atp_W92_ELECT_IMPT3_PRVSUP,4,0.0413,0.0421,0.0435,Rep,0.0017
Gemini 2.5 Flash,atp_W92_ELITEUNDMOD,4,0.1818,0.185,0.1843,Rep,0.0089
Gemini 2.5 Flash,atp_W92_FP_AUTH,2,0.4799,0.5258,0.5031,Rep,0.0459
Gemini 2.5 Flash,atp_W92_FREECOLL,4,0.6935,0.247,0.4604,Dem,0.4465
Gemini 2.5 Flash,atp_W92_GLBLZE,2,0.6359,0.4431,0.5386,Dem,0.1927
Gemini 2.5 Flash,atp_W92_GLBLZEREV,2,0.702,0.5232,0.6098,Dem,0.1788
Gemini 2.5 Flash,atp_W92_GLBLZESUM,2,0.6691,0.4833,0.5743,Dem,0.1858
Gemini 2.5 Flash,atp_W92_GODMORALIMP,4,0.6159,0.3485,0.48,Dem,0.2674
Gemini 2.5 Flash,atp_W92_GOODEVIL,2,0.5932,0.3302,0.4585,Dem,0.2629
Gemini 2.5 Flash,atp_W92_GOVAID,2,0.7471,0.1895,0.4581,Dem,0.5575
Gemini 2.5 Flash,atp_W92_GOVPROTCT,2,0.5869,0.2115,0.3917,Dem,0.3754
Gemini 2.5 Flash,atp_W92_GOVSIZE1,2,0.1447,0.8051,0.4849,Rep,0.6605
Gemini 2.5 Flash,atp_W92_GOVSIZE2,2,0.7053,0.9098,0.7446,Rep,0.2045
Gemini 2.5 Flash,atp_W92_GOVSIZE3,2,0.6764,0.598,0.6084,Dem,0.0784
Gemini 2.5 Flash,atp_W92_GOVTHC,2,0.7408,0.0959,0.406,Dem,0.6449
Gemini 2.5 Flash,atp_W92_GOVWASTE,2,0.7985,0.2998,0.5422,Dem,0.4987
Gemini 2.5 Flash,atp_W92_IL_IMM_PRI,3,0.5876,0.2946,0.4349,Dem,0.2929
Gemini 2.5 Flash,atp_W92_INSTN_BNKS,2,0.4332,0.5399,0.4875,Rep,0.1067
Gemini 2.5 Flash,atp_W92_INSTN_CHR,2,0.1837,0.5028,0.3478,Rep,0.3191
Gemini 2.5 Flash,atp_W92_INSTN_CLGS,2,0.6871,0.1702,0.4207,Dem,0.5169
Gemini 2.5 Flash,atp_W92_INSTN_K12,2,0.3972,0.8292,0.6189,Rep,0.432
Gemini 2.5 Flash,atp_W92_INSTN_LBRUN,2,0.7052,0.223,0.458,Dem,0.4822
Gemini 2.5 Flash,atp_W92_INSTN_LGECRP,2,0.3236,0.2724,0.2985,Dem,0.0512
Gemini 2.5 Flash,atp_W92_INSTN_MSCENT,2,0.8691,0.4818,0.6706,Dem,0.3873
Gemini 2.5 Flash,atp_W92_INSTN_TECHCMP,2,0.6339,0.3681,0.4975,Dem,0.2658
Gemini 2.5 Flash,atp_W92_LEGALIMMIGAMT,5,0.195,0.2009,0.1977,Rep,0.2009
Gemini 2.5 Flash,atp_W92_LIFEFIFTY,3,0.4502,0.3534,0.4027,Dem,0.1584
Gemini 2.5 Flash,atp_W92_MARRFAM,2,0.5451,0.19,0.3614,Dem,0.3551
Gemini 2.5 Flash,atp_W92_NATPROBS_1,6,0.299,0.2505,0.2728,Dem,0.2015
Gemini 2.5 Flash,atp_W92_NATPROBS_TOP,7,0.2275,0.3005,0.2663,Rep,0.1578
Gemini 2.5 Flash,atp_W92_NATPROBS_c,4,0.1058,0.32,0.2162,Rep,0.2142
Gemini 2.5 Flash,atp_W92_NATPROBS_e,4,0.5017,0.1394,0.3133,Dem,0.3624
Gemini 2.5 Flash,atp_W92_NATPROBS_g,4,0.2667,0.2485,0.2576,Dem,0.328
Gemini 2.5 Flash,atp_W92_NATPROBS_i,4,0.5666,0.0949,0.322,Dem,0.4717
Gemini 2.5 Flash,atp_W92_NATPROBS_j,4,0.1188,0.208,0.1642,Rep,0.0892
Gemini 2.5 Flash,atp_W92_NATPROBS_m,4,0.4985,0.1236,0.3035,Dem,0.3749
Gemini 2.5 Flash,atp_W92_NOGOVTHC,2,0.187,0.0799,0.1745,Dem,0.1071
Gemini 2.5 Flash,atp_W92_OPENIDEN,2,0.5466,0.1054,0.3187,Dem,0.4411
Gemini 2.5 Flash,atp_W92_PAR2CHILD,2,0.6678,0.4497,0.5582,Dem,0.2181
Gemini 2.5 Flash,atp_W92_PAR2CHILDa,3,0.4123,0.2428,0.3412,Dem,0.1696
Gemini 2.5 Flash,atp_W92_PEACESTR,2,0.5663,0.0959,0.3209,Dem,0.4704
Gemini 2.5 Flash,atp_W92_POL1JB,2,0.1433,0.9227,0.5467,Rep,0.7794
Gemini 2.5 Flash,atp_W92_POLICY3MOD,3,0.4596,0.2106,0.334,Dem,0.249
Gemini 2.5 Flash,atp_W92_POLINTOL2_a,4,0.2735,0.4775,0.379,Rep,0.3044
Gemini 2.5 Flash,atp_W92_POLINTOL2_b,4,0.282,0.1799,0.2296,Dem,0.131
Gemini 2.5 Flash,atp_W92_POORASSIST,3,0.4214,0.6376,0.5319,Rep,0.2789
Gemini 2.5 Flash,atp_W92_PPLRESP,2,0.6586,0.6454,0.6503,Dem,0.0132
Gemini 2.5 Flash,atp_W92_PROBOFF_a,3,0.0748,0.302,0.191,Rep,0.2273
Gemini 2.5 Flash,atp_W92_PROBOFF_b,3,0.3714,0.1954,0.2797,Dem,0.176
Gemini 2.5 Flash,atp_W92_PROG_RNEED,3,0.5534,0.1148,0.326,Dem,0.4386
Gemini 2.5 Flash,atp_W92_PROG_RNEED2b,2,0.2781,0.4811,0.4436,Rep,0.203
Gemini 2.5 Flash,atp_W92_PROG_RRETRO,3,0.1267,0.385,0.2616,Rep,0.2583
Gemini 2.5 Flash,atp_W92_RACESURV52MOD,4,0.5029,0.254,0.3734,Dem,0.2489
Gemini 2.5 Flash,atp_W92_RELIG_GOV,2,0.4127,0.1323,0.2676,Dem,0.2805
Gemini 2.5 Flash,atp_W92_REPRSNTDEM,4,0.1593,0.6671,0.4187,Rep,0.5078
Gemini 2.5 Flash,atp_W92_REPRSNTREP,4,0.6555,0.1808,0.4103,Dem,0.4747
Gemini 2.5 Flash,atp_W92_SNGLPYER,2,0.3668,0.565,0.5209,Rep,0.1982
Gemini 2.5 Flash,atp_W92_SOCIETY_GUNS,5,0.354,0.2105,0.2797,Dem,0.4076
Gemini 2.5 Flash,atp_W92_SOCIETY_JBCLL,5,0.2775,0.2838,0.2808,Rep,0.0235
Gemini 2.5 Flash,atp_W92_SOCIETY_RELG,5,0.2979,0.2079,0.2503,Dem,0.285
Gemini 2.5 Flash,atp_W92_SOCIETY_RHIST,5,0.5982,0.1835,0.3852,Dem,0.4147
Gemini 2.5 Flash,atp_W92_SOCIETY_SSM,5,0.6483,0.2857,0.463,Dem,0.3626
Gemini 2.5 Flash,atp_W92_SOCIETY_TRANS,5,0.6795,0.2655,0.4674,Dem,0.414
Gemini 2.5 Flash,atp_W92_SOCIETY_WHT,5,0.1297,0.1228,0.1255,Dem,0.1636
Gemini 2.5 Flash,atp_W92_SUPERPWR,2,0.2029,0.5008,0.3566,Rep,0.2979
Gemini 2.5 Flash,atp_W92_USEXCEPT,3,0.2528,0.2161,0.2338,Dem,0.2757
Gemini 2.5 Flash,atp_W92_USMILSIZ,5,0.2068,0.1689,0.1866,Dem,0.2255
Gemini 2.5 Flash,atp_W92_VTRGHTPRIV1,2,0.7239,0.1645,0.4344,Dem,0.5594
Gemini 2.5 Flash,atp_W92_VTRS_VALS,2,0.5717,0.5642,0.5649,Dem,0.0075
Gemini 2.5 Flash,atp_W92_WHADVANT,4,0.6849,0.1975,0.4329,Dem,0.4873
Gemini 2.5 Flash,atp_W92_WHYRICHSCALE,6,0.2461,0.2171,0.231,Dem,0.2623
Gemini 2.5 Flash,atp_W92_WHYRICHSCALEREV,6,0.4257,0.2115,0.3145,Dem,0.2991
Gemini 2.5 Flash,atp_W92_WHYRICHSUM,6,0.2081,0.3431,0.2782,Rep,0.2805
Gemini 2.5 Flash,atp_W92_WOMENOBS,2,0.7212,0.215,0.4596,Dem,0.5062
Llama 4 Maverick,atp_W26_CARRYGUN,4,0.3407,0.2107,0.2995,Dem,0.13
Llama 4 Maverick,atp_W26_COULDOWN,2,0.6827,0.3851,0.4884,Dem,0.2977
Llama 4 Maverick,atp_W26_DESCRIBEA,5,0.2815,0.2905,0.2864,Rep,0.2402
Llama 4 Maverick,atp_W26_DESCRIBEB,5,0.3324,0.223,0.2729,Dem,0.1704
Llama 4 Maverick,atp_W26_DESCRIBEC,5,0.1722,0.3108,0.248,Rep,0.1828
Llama 4 Maverick,atp_W26_DESCRIBED,5,0.1969,0.3498,0.2797,Rep,0.2206
Llama 4 Maverick,atp_W26_EVEROWN,2,0.2037,0.1333,0.1593,Dem,0.0704
Llama 4 Maverick,atp_W26_GROWUPCOM,4,0.2995,0.3391,0.3214,Rep,0.0881
Llama 4 Maverick,atp_W26_GROWUPGUN1,3,0.3412,0.2494,0.2914,Dem,0.0931
Llama 4 Maverick,atp_W26_GROWUPGUN2A,2,0.4524,0.5209,0.4839,Rep,0.0685
Llama 4 Maverick,atp_W26_GROWUPGUN2B,2,0.2554,0.3644,0.3061,Rep,0.1089
Llama 4 Maverick,atp_W26_GROWUPGUN2C,2,0.479,0.5883,0.5276,Rep,0.1093
Llama 4 Maverick,atp_W26_GROWUPGUN4,4,0.2228,0.2556,0.2403,Rep,0.1425
Llama 4 Maverick,atp_W26_GROWUPGUN5,4,0.3278,0.3078,0.3165,Dem,0.1594
Llama 4 Maverick,atp_W26_GROWUPGUN6,4,0.2777,0.2625,0.2702,Dem,0.1096
Llama 4 Maverick,atp_W26_GROWUPGUN7,4,0.3455,0.2832,0.3125,Dem,0.1531
Llama 4 Maverick,atp_W26_GROWUPVIOL,4,0.27,0.2526,0.2606,Dem,0.0728
Llama 4 Maverick,atp_W26_GUNACTIVITYA,4,0.2748,0.2907,0.2836,Rep,0.1359
Llama 4 Maverick,atp_W26_GUNACTIVITYB,4,0.2496,0.2691,0.261,Rep,0.0987
Llama 4 Maverick,atp_W26_GUNACTIVITYC,4,0.2788,0.3106,0.2962,Rep,0.074
Llama 4 Maverick,atp_W26_GUNACTIVITYD,4,0.2901,0.2983,0.2947,Rep,0.0282
Llama 4 Maverick,atp_W26_GUNACTIVITYE,4,0.1721,0.0553,0.1087,Dem,0.1168
Llama 4 Maverick,atp_W26_GUNCOMMUNITY,2,0.2467,0.4603,0.3613,Rep,0.2135
Llama 4 Maverick,atp_W26_GUNCONTRIBA,4,0.6019,0.2451,0.4089,Dem,0.3569
Llama 4 Maverick,atp_W26_GUNCONTRIBB,4,0.23,0.1517,0.1885,Dem,0.0784
Llama 4 Maverick,atp_W26_GUNCONTRIBC,4,0.3176,0.3079,0.3131,Dem,0.0192
Llama 4 Maverick,atp_W26_GUNCONTRIBD,4,0.4635,0.3333,0.3942,Dem,0.1302
Llama 4 Maverick,atp_W26_GUNCONTRIBE,4,0.3323,0.3163,0.3248,Dem,0.0185
Llama 4 Maverick,atp_W26_GUNCONTRIBF,4,0.1876,0.1873,0.188,Dem,0.0367
Llama 4 Maverick,atp_W26_GUNFRIEND,4,0.3998,0.2424,0.3146,Dem,0.2309
Llama 4 Maverick,atp_W26_GUNIDENTITY,4,0.5449,0.2849,0.4568,Dem,0.2601
Llama 4 Maverick,atp_W26_GUNKILLF1,2,0.905,0.4848,0.6813,Dem,0.4202
Llama 4 Maverick,atp_W26_GUNKILLF2,2,0.8852,0.5493,0.702,Dem,0.3359
Llama 4 Maverick,atp_W26_GUNRESPKIDSA,4,0.1187,0.0379,0.0743,Dem,0.0807
Llama 4 Maverick,atp_W26_GUNRESPKIDSB,4,0.2203,0.1047,0.1574,Dem,0.1157
Llama 4 Maverick,atp_W26_GUNRESPKIDSC,4,0.12,0.0736,0.0943,Dem,0.0545
Llama 4 Maverick,atp_W26_GUNRESPKIDSD,4,0.6372,0.4856,0.5522,Dem,0.1515
Llama 4 Maverick,atp_W26_GUNRESPKIDSE,4,0.3993,0.2652,0.3254,Dem,0.1341
Llama 4 Maverick,atp_W26_GUNRESPKIDSF,4,0.2279,0.1112,0.1653,Dem,0.1167
Llama 4 Maverick,atp_W26_GUNRESPKIDSG,4,0.1981,0.2174,0.2093,Rep,0.0432
Llama 4 Maverick,atp_W26_GUNRESPKIDSH,4,0.0312,0.0284,0.0302,Dem,0.0027
Llama 4 Maverick,atp_W26_GUNRESPNOKIDSA,4,0.2335,0.2659,0.2512,Rep,0.1193
Llama 4 Maverick,atp_W26_GUNRESPNOKIDSB,4,0.2604,0.2573,0.259,Dem,0.1573
Llama 4 Maverick,atp_W26_GUNRESPNOKIDSC,4,0.2283,0.2768,0.2552,Rep,0.0672
Llama 4 Maverick,atp_W26_GUNRESPNOKIDSD,4,0.3548,0.2953,0.3239,Dem,0.1294
Llama 4 Maverick,atp_W26_GUNRESPNOKIDSE,4,0.2727,0.2677,0.2714,Dem,0.1624
Llama 4 Maverick,atp_W26_GUNRESPNOKIDSF,4,0.2497,0.2364,0.2432,Dem,0.1456
Llama 4 Maverick,atp_W26_GUNRESPNOKIDSG,4,0.1952,0.2136,0.2056,Rep,0.0184
Llama 4 Maverick,atp_W26_GUNSAFE,3,0.4949,0.4704,0.485,Dem,0.3162
Llama 4 Maverick,atp_W26_GUNSAFE2,3,0.4701,0.3176,0.3639,Dem,0.1525
Llama 4 Maverick,atp_W26_GUNSOCIETY,2,0.4543,0.4025,0.4268,Dem,0.0519
Llama 4 Maverick,atp_W26_GUNTYPEOWNA,3,0.6391,0.5008,0.5854,Dem,0.1384
Llama 4 Maverick,atp_W26_GUNTYPEOWNB,3,0.7474,0.5926,0.6854,Dem,0.1547
Llama 4 Maverick,atp_W26_GUNTYPEOWNC,3,0.5932,0.4552,0.539,Dem,0.1379
Llama 4 Maverick,atp_W26_IMPREASONGUN,5,0.2004,0.2634,0.2175,Rep,0.0631
Llama 4 Maverick,atp_W26_KNOWGUN,3,0.0853,0.1038,0.0933,Rep,0.0611
Llama 4 Maverick,atp_W26_NEVEROWN,2,0.8282,0.4855,0.7121,Dem,0.3428
Llama 4 Maverick,atp_W26_NOCARRYGUN,2,0.44,0.1958,0.3401,Dem,0.2442
Llama 4 Maverick,atp_W26_POL1DT,2,0.8111,0.0516,0.3944,Dem,0.7595
Llama 4 Maverick,atp_W26_REASONGUNA,3,0.1784,0.3627,0.2393,Rep,0.1844
Llama 4 Maverick,atp_W26_REASONGUNB,3,0.5006,0.6342,0.5438,Rep,0.1336
Llama 4 Maverick,atp_W26_REASONGUNC,3,0.4619,0.5583,0.4921,Rep,0.0964
Llama 4 Maverick,atp_W26_REASONGUND,3,0.3741,0.3838,0.3789,Rep,0.0622
Llama 4 Maverick,atp_W26_REASONGUNE,3,0.8993,0.8856,0.8916,Dem,0.0136
Llama 4 Maverick,atp_W26_SAFECRIME,4,0.1506,0.1503,0.1508,Dem,0.0249
Llama 4 Maverick,atp_W26_SATISF,2,0.4498,0.1073,0.2609,Dem,0.3425
Llama 4 Maverick,atp_W26_SATISFY,2,0.2886,0.3168,0.3094,Rep,0.0282
Llama 4 Maverick,atp_W26_SOCTRUST,2,0.4577,0.4628,0.4612,Rep,0.0052
Llama 4 Maverick,atp_W26_TRUSTFEDGOV,4,0.108,0.1332,0.122,Rep,0.036
Llama 4 Maverick,atp_W26_VIDEOGAME1,4,0.3269,0.3237,0.3257,Dem,0.0192
Llama 4 Maverick,atp_W26_WORLDDANGER,3,0.0913,0.1972,0.1478,Rep,0.1059
Llama 4 Maverick,atp_W26_WORRYA,3,0.1888,0.2168,0.2054,Rep,0.0279
Llama 4 Maverick,atp_W26_WORRYB,3,0.2457,0.3024,0.2775,Rep,0.0713
Llama 4 Maverick,atp_W26_WORRYC,3,0.3072,0.2854,0.2954,Dem,0.0649
Llama 4 Maverick,atp_W26_WORRYD,3,0.602,0.5251,0.5582,Dem,0.077
Llama 4 Maverick,atp_W26_WORRYE,3,0.2353,0.2418,0.2389,Rep,0.0225
Llama 4 Maverick,atp_W26_WORRYF,3,0.3415,0.3236,0.3318,Dem,0.0728
Llama 4 Maverick,atp_W26_WORRYG,3,0.5217,0.4382,0.4754,Dem,0.0835
Llama 4 Maverick,atp_W27_CAREGIV1,3,0.3575,0.3166,0.3353,Dem,0.0615
Llama 4 Maverick,atp_W27_CAREGIV3A,4,0.2872,0.2522,0.2689,Dem,0.0631
Llama 4 Maverick,atp_W27_CAREGIV3B,4,0.2547,0.2671,0.2614,Rep,0.0266
Llama 4 Maverick,atp_W27_CAREGIV6A,2,0.2464,0.2261,0.2384,Dem,0.0203
Llama 4 Maverick,atp_W27_CAREGIV6B,2,0.495,0.3837,0.4357,Dem,0.1113
Llama 4 Maverick,atp_W27_CAREGIV6C,2,0.4819,0.4006,0.4375,Dem,0.0813
Llama 4 Maverick,atp_W27_CAREGIV6D,2,0.7036,0.6157,0.6568,Dem,0.0879
Llama 4 Maverick,atp_W27_CAREGIV6E,2,0.413,0.3269,0.3667,Dem,0.0861
Llama 4 Maverick,atp_W27_CAREGIV6F,2,0.4267,0.4006,0.4118,Dem,0.0261
Llama 4 Maverick,atp_W27_CAREGIV7,3,0.4132,0.4094,0.4095,Dem,0.0104
Llama 4 Maverick,atp_W27_CAREREL,5,0.3375,0.3142,0.3257,Dem,0.0234
Llama 4 Maverick,atp_W27_CARS1,3,0.3313,0.2976,0.3141,Dem,0.0337
Llama 4 Maverick,atp_W27_CARS10A,2,0.2598,0.1749,0.215,Dem,0.085
Llama 4 Maverick,atp_W27_CARS10B,2,0.1957,0.1817,0.1885,Dem,0.014
Llama 4 Maverick,atp_W27_CARS10C,2,0.584,0.5437,0.5607,Dem,0.0403
Llama 4 Maverick,atp_W27_CARS10D,2,0.673,0.6638,0.6686,Dem,0.0092
Llama 4 Maverick,atp_W27_CARS10E,2,0.2002,0.2946,0.2517,Rep,0.0944
Llama 4 Maverick,atp_W27_CARS2,3,0.2646,0.312,0.2884,Rep,0.0474
Llama 4 Maverick,atp_W27_CARS3A,4,0.3351,0.2684,0.3005,Dem,0.1126
Llama 4 Maverick,atp_W27_CARS3B,4,0.2324,0.2453,0.2397,Rep,0.0398
Llama 4 Maverick,atp_W27_CARS4,5,0.1624,0.1301,0.1458,Dem,0.0368
Llama 4 Maverick,atp_W27_CARS7A,4,0.2731,0.2258,0.2481,Dem,0.0901
Llama 4 Maverick,atp_W27_CARS7B,4,0.3683,0.3092,0.3362,Dem,0.0844
Llama 4 Maverick,atp_W27_CARS8,3,0.3232,0.2561,0.2878,Dem,0.0671
Llama 4 Maverick,atp_W27_CARS9A,4,0.2192,0.2145,0.217,Dem,0.0431
Llama 4 Maverick,atp_W27_CARS9B,4,0.3187,0.3938,0.3575,Rep,0.0751
Llama 4 Maverick,atp_W27_CARS9C,4,0.2292,0.2114,0.2201,Dem,0.0357
Llama 4 Maverick,atp_W27_DRONE4A,3,0.2193,0.2178,0.2187,Dem,0.0123
Llama 4 Maverick,atp_W27_DRONE4B,3,0.2213,0.2172,0.22,Dem,0.0446
Llama 4 Maverick,atp_W27_DRONE4C,3,0.3448,0.3303,0.3364,Dem,0.0286
Llama 4 Maverick,atp_W27_DRONE4D,3,0.3945,0.3784,0.3848,Dem,0.0283
Llama 4 Maverick,atp_W27_DRONE4E,3,0.241,0.2402,0.24,Dem,0.0152
Llama 4 Maverick,atp_W27_HIRING1,3,0.3224,0.3174,0.3204,Dem,0.0228
Llama 4 Maverick,atp_W27_HIRING2,4,0.254,0.2809,0.2688,Rep,0.0566
Llama 4 Maverick,atp_W27_HIRING3A,4,0.3845,0.3537,0.3685,Dem,0.0422
Llama 4 Maverick,atp_W27_HIRING3B,4,0.1964,0.1923,0.1952,Dem,0.0096
Llama 4 Maverick,atp_W27_HIRING6A,3,0.5404,0.5512,0.5459,Rep,0.0532
Llama 4 Maverick,atp_W27_HIRING6B,3,0.1555,0.1896,0.1748,Rep,0.0341
Llama 4 Maverick,atp_W27_HIRING6C,3,0.2771,0.3251,0.3035,Rep,0.0517
Llama 4 Maverick,atp_W27_HIRING6D,3,0.1649,0.1856,0.1781,Rep,0.0207
Llama 4 Maverick,atp_W27_HIRING7A,3,0.278,0.2304,0.2525,Dem,0.0476
Llama 4 Maverick,atp_W27_HIRING7B,3,0.2614,0.2666,0.267,Rep,0.0052
Llama 4 Maverick,atp_W27_KNOW1,3,0.0536,0.0725,0.0641,Rep,0.0188
Llama 4 Maverick,atp_W27_KNOW2,3,0.421,0.3971,0.4081,Dem,0.0387
Llama 4 Maverick,atp_W27_PREDICTA,4,0.1314,0.1392,0.137,Rep,0.0182
Llama 4 Maverick,atp_W27_PREDICTB,4,0.1627,0.1655,0.1648,Rep,0.0056
Llama 4 Maverick,atp_W27_PREDICTC,4,0.1689,0.1595,0.1645,Dem,0.0382
Llama 4 Maverick,atp_W27_PREDICTD,4,0.1489,0.1629,0.1577,Rep,0.0162
Llama 4 Maverick,atp_W27_ROBJOB1,3,0.4456,0.3862,0.414,Dem,0.0594
Llama 4 Maverick,atp_W27_ROBJOB3A,4,0.3256,0.2722,0.2984,Dem,0.074
Llama 4 Maverick,atp_W27_ROBJOB3B,4,0.1917,0.1784,0.1854,Dem,0.0133
Llama 4 Maverick,atp_W27_ROBJOB4A,2,0.2676,0.1811,0.2209,Dem,0.0866
Llama 4 Maverick,atp_W27_ROBJOB4B,2,0.3761,0.4125,0.3953,Rep,0.0364
Llama 4 Maverick,atp_W27_ROBJOB4C,2,0.6472,0.5512,0.5949,Dem,0.096
Llama 4 Maverick,atp_W27_ROBJOB4D,2,0.576,0.5039,0.5394,Dem,0.0721
Llama 4 Maverick,atp_W27_ROBJOB4E,2,0.2628,0.2714,0.2651,Rep,0.0087
Llama 4 Maverick,atp_W27_ROBJOB4F,2,0.6215,0.5537,0.5846,Dem,0.0678
Llama 4 Maverick,atp_W27_ROBJOB5A,4,0.4189,0.2325,0.3176,Dem,0.3663
Llama 4 Maverick,atp_W27_ROBJOB5B,4,0.248,0.2312,0.2395,Dem,0.0264
Llama 4 Maverick,atp_W27_ROBJOB5C,4,0.2285,0.2207,0.2257,Dem,0.0135
Llama 4 Maverick,atp_W27_ROBJOB5D,4,0.3341,0.2146,0.2693,Dem,0.1671
Llama 4 Maverick,atp_W27_ROBJOB6,2,0.7857,0.3415,0.545,Dem,0.4442
Llama 4 Maverick,atp_W27_ROBJOB7,2,0.429,0.5252,0.4841,Rep,0.0962
Llama 4 Maverick,atp_W27_ROBJOB8A,4,0.2284,0.2482,0.2401,Rep,0.0332
Llama 4 Maverick,atp_W27_ROBJOB8B,4,0.2422,0.2246,0.233,Dem,0.0531
Llama 4 Maverick,atp_W27_ROBJOB8C,4,0.1774,0.1683,0.1743,Dem,0.0437
Llama 4 Maverick,atp_W27_ROBJOB8D,4,0.199,0.2286,0.215,Rep,0.0774
Llama 4 Maverick,atp_W27_ROBJOB8E,4,0.2709,0.2659,0.2703,Dem,0.0049
Llama 4 Maverick,atp_W27_ROBJOB8F,4,0.2215,0.2089,0.2155,Dem,0.0204
Llama 4 Maverick,atp_W27_ROBJOB8G,4,0.4293,0.3668,0.3963,Dem,0.0624
Llama 4 Maverick,atp_W27_ROBJOB9,4,0.1949,0.2052,0.2017,Rep,0.047
Llama 4 Maverick,atp_W27_VOICE4,3,0.3653,0.333,0.348,Dem,0.0323
Llama 4 Maverick,atp_W27_VOICE5A,3,0.3148,0.3019,0.3073,Dem,0.0143
Llama 4 Maverick,atp_W27_VOICE5B,3,0.6018,0.5675,0.5822,Dem,0.0342
Llama 4 Maverick,atp_W27_VOICE5C,3,0.4122,0.3983,0.4047,Dem,0.0408
Llama 4 Maverick,atp_W27_VOICE5D,3,0.313,0.2978,0.3039,Dem,0.0563
Llama 4 Maverick,atp_W27_WORK2,3,0.557,0.6091,0.583,Rep,0.2004
Llama 4 Maverick,atp_W27_WORK3A,3,0.6326,0.6668,0.6516,Rep,0.0341
Llama 4 Maverick,atp_W27_WORK3B,3,0.1869,0.1544,0.1727,Dem,0.0325
Llama 4 Maverick,atp_W27_WORK3C,3,0.2781,0.2203,0.2489,Dem,0.0578
Llama 4 Maverick,atp_W27_WORK3D,3,0.3998,0.3499,0.3759,Dem,0.0498
Llama 4 Maverick,atp_W27_WORK3E,3,0.2254,0.1933,0.2112,Dem,0.0321
Llama 4 Maverick,atp_W27_WORK3F,3,0.492,0.4222,0.4562,Dem,0.0698
Llama 4 Maverick,atp_W27_WORK4A,3,0.3544,0.3528,0.3543,Dem,0.0108
Llama 4 Maverick,atp_W27_WORK4B,3,0.3775,0.335,0.3572,Dem,0.0426
Llama 4 Maverick,atp_W27_WORK4C,3,0.4571,0.4232,0.4406,Dem,0.0339
Llama 4 Maverick,atp_W27_WORK5A,3,0.0146,0.0243,0.0206,Rep,0.0097
Llama 4 Maverick,atp_W27_WORK6,3,0.0251,0.0319,0.0301,Rep,0.0068
Llama 4 Maverick,atp_W29_BOYSF1A,3,0.2246,0.3612,0.3014,Rep,0.1367
Llama 4 Maverick,atp_W29_BOYSF1B,3,0.2614,0.125,0.1868,Dem,0.1364
Llama 4 Maverick,atp_W29_BOYSF1C,3,0.3019,0.3375,0.3209,Rep,0.1137
Llama 4 Maverick,atp_W29_BOYSF1D,3,0.323,0.3244,0.3219,Rep,0.033
Llama 4 Maverick,atp_W29_COMPUTERUSE,4,0.1602,0.1606,0.1639,Rep,0.0181
Llama 4 Maverick,atp_W29_DIFF1A,2,0.7772,0.6083,0.6809,Dem,0.1689
Llama 4 Maverick,atp_W29_DIFF1B,2,0.1373,0.3069,0.2334,Rep,0.1696
Llama 4 Maverick,atp_W29_DIFF1C,2,0.7087,0.6087,0.6513,Dem,0.1
Llama 4 Maverick,atp_W29_DIFF1D,2,0.9307,0.8681,0.8939,Dem,0.0626
Llama 4 Maverick,atp_W29_DIFF1E,2,0.4327,0.2541,0.3319,Dem,0.1786
Llama 4 Maverick,atp_W29_DIFF2,2,0.3146,0.5618,0.4534,Rep,0.2472
Llama 4 Maverick,atp_W29_DIFF3,3,0.4514,0.6218,0.548,Rep,0.1705
Llama 4 Maverick,atp_W29_E6A,3,0.3416,0.2418,0.2768,Dem,0.0998
Llama 4 Maverick,atp_W29_FAVORS_CPS,6,0.2893,0.3117,0.303,Rep,0.0296
Llama 4 Maverick,atp_W29_FEM1F2,3,0.3516,0.3522,0.3494,Rep,0.0153
Llama 4 Maverick,atp_W29_FEM2,4,0.1506,0.1411,0.1461,Dem,0.0542
