model_label,question_id,condition,n_options,wd_rep,wd_dem,wd_overall,closer_to,partisan_gap,llm_dist
Llama 4 Maverick,atp_W32_VALUEURBAN,C3L,4,0.3214,0.1872,0.2505,Dem,0.2132,"[0.0, 1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W32_VALUEURBAN,C3R,4,0.2077,0.3023,0.2559,Rep,0.2132,"[0.0, 0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W32_VALUEURBAN,CA,4,0.2077,0.3023,0.2559,Rep,0.2132,"[0.0, 0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W32_VALUEURBAN,N,4,0.2077,0.3023,0.2559,Rep,0.2132,"[0.0, 0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W32_WHADVANT,C1L,4,0.6439,0.2333,0.4295,Dem,0.4106,"[1.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W32_WHADVANT,C1R,4,0.3489,0.2344,0.2892,Dem,0.4106,"[0.0, 1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W32_WHADVANT,C3L,4,0.6439,0.2333,0.4295,Dem,0.4106,"[1.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W32_WHADVANT,C3R,4,0.2036,0.4625,0.339,Rep,0.4106,"[0.0, 0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W32_WHADVANT,CA,4,0.3489,0.2344,0.2892,Dem,0.4106,"[0.0, 1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W32_WHADVANT,N,4,0.6439,0.2333,0.4295,Dem,0.4106,"[1.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W32_WOMENOPPS,C1L,2,0.6537,0.22,0.4258,Dem,0.4337,"[0.0, 1.0]"
Llama 4 Maverick,atp_W32_WOMENOPPS,C1R,2,0.6537,0.22,0.4258,Dem,0.4337,"[0.0, 1.0]"
Llama 4 Maverick,atp_W32_WOMENOPPS,C3L,2,0.6537,0.22,0.4258,Dem,0.4337,"[0.0, 1.0]"
Llama 4 Maverick,atp_W32_WOMENOPPS,C3R,2,0.3463,0.78,0.5742,Rep,0.4337,"[1.0, 0.0]"
Llama 4 Maverick,atp_W32_WOMENOPPS,CA,2,0.6537,0.22,0.4258,Dem,0.4337,"[0.0, 1.0]"
Llama 4 Maverick,atp_W32_WOMENOPPS,N,2,0.6537,0.22,0.4258,Dem,0.4337,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EAT6,C1L,2,0.421,0.5553,0.507,Rep,0.1343,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EAT6,C1R,2,0.421,0.5553,0.507,Rep,0.1343,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EAT6,C3L,2,0.579,0.4447,0.493,Dem,0.1343,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_EAT6,C3R,2,0.421,0.5553,0.507,Rep,0.1343,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EAT6,CA,2,0.421,0.5553,0.507,Rep,0.1343,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EAT6,N,2,0.421,0.5553,0.507,Rep,0.1343,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EVOONE,C1L,2,0.4095,0.2049,0.2877,Dem,0.2046,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOONE,C1R,2,0.4095,0.2049,0.2877,Dem,0.2046,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOONE,C3L,2,0.4095,0.2049,0.2877,Dem,0.2046,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOONE,C3R,2,0.5905,0.7951,0.7123,Rep,0.2046,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EVOONE,CA,2,0.4095,0.2049,0.2877,Dem,0.2046,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOONE,N,2,0.4095,0.2049,0.2877,Dem,0.2046,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOPERS3,C1L,3,0.211,0.2895,0.2565,Rep,0.2195,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOPERS3,C1R,3,0.211,0.2895,0.2565,Rep,0.2195,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOPERS3,C3L,3,0.211,0.2895,0.2565,Rep,0.2195,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOPERS3,C3R,3,0.211,0.2895,0.2565,Rep,0.2195,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOPERS3,CA,3,0.211,0.2895,0.2565,Rep,0.2195,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOPERS3,N,3,0.211,0.2895,0.2565,Rep,0.2195,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOTHREE,C1L,2,0.5805,0.3499,0.4266,Dem,0.2306,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_EVOTHREE,C1R,2,0.4195,0.6501,0.5734,Rep,0.2306,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EVOTHREE,C3L,2,0.4195,0.6501,0.5734,Rep,0.2306,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EVOTHREE,C3R,2,0.4195,0.6501,0.5734,Rep,0.2306,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EVOTHREE,CA,2,0.4195,0.6501,0.5734,Rep,0.2306,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_EVOTHREE,N,2,0.4195,0.6501,0.5734,Rep,0.2306,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_MED4C,C1L,2,0.4694,0.322,0.3842,Dem,0.1475,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_MED4C,C1R,2,0.4694,0.322,0.3842,Dem,0.1475,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_MED4C,C3L,2,0.4694,0.322,0.3842,Dem,0.1475,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_MED4C,C3R,2,0.4694,0.322,0.3842,Dem,0.1475,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_MED4C,CA,2,0.4694,0.322,0.3842,Dem,0.1475,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_MED4C,N,2,0.4694,0.322,0.3842,Dem,0.1475,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_MED7,C1L,2,0.2327,0.4273,0.3459,Rep,0.1946,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_MED7,C1R,2,0.2327,0.4273,0.3459,Rep,0.1946,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_MED7,C3L,2,0.2327,0.4273,0.3459,Rep,0.1946,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_MED7,C3R,2,0.2327,0.4273,0.3459,Rep,0.1946,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_MED7,CA,2,0.2327,0.4273,0.3459,Rep,0.1946,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_MED7,N,2,0.2327,0.4273,0.3459,Rep,0.1946,"[0.0, 1.0]"
Llama 4 Maverick,atp_W34_PRAY_FINAL,C3L,7,0.5334,0.4154,0.4629,Dem,0.1635,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_PRAY_FINAL,C3R,7,0.3263,0.4899,0.4241,Rep,0.1635,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W34_PRAY_FINAL,CA,7,0.2973,0.3703,0.3418,Rep,0.1635,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W34_RELIMP_FINAL,C1L,4,0.2737,0.3435,0.3158,Rep,0.1731,"[0.0, 1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W34_RELIMP_FINAL,C1R,4,0.2974,0.4705,0.3993,Rep,0.1731,"[1.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W34_RELIMP_FINAL,C3L,4,0.4412,0.3723,0.4011,Dem,0.1731,"[0.0, 0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_RELIMP_FINAL,C3R,4,0.2974,0.4705,0.3993,Rep,0.1731,"[1.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W34_RELIMP_FINAL,CA,4,0.4412,0.3723,0.4011,Dem,0.1731,"[0.0, 0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W34_RELIMP_FINAL,N,4,0.2974,0.4705,0.3993,Rep,0.1731,"[1.0, 0.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3A,C1L,2,0.3195,0.1097,0.1938,Dem,0.2099,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3A,C1R,2,0.3195,0.1097,0.1938,Dem,0.2099,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3A,C3L,2,0.3195,0.1097,0.1938,Dem,0.2099,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3A,C3R,2,0.3195,0.1097,0.1938,Dem,0.2099,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3A,CA,2,0.3195,0.1097,0.1938,Dem,0.2099,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3A,N,2,0.3195,0.1097,0.1938,Dem,0.2099,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3B,C1L,2,0.2826,0.0938,0.1703,Dem,0.1889,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3B,C1R,2,0.2826,0.0938,0.1703,Dem,0.1889,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3B,C3L,2,0.2826,0.0938,0.1703,Dem,0.1889,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3B,C3R,2,0.2826,0.0938,0.1703,Dem,0.1889,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3B,CA,2,0.2826,0.0938,0.1703,Dem,0.1889,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3B,N,2,0.2826,0.0938,0.1703,Dem,0.1889,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3C,C1L,2,0.2964,0.0858,0.1702,Dem,0.2105,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3C,C1R,2,0.2964,0.0858,0.1702,Dem,0.2105,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3C,C3L,2,0.2964,0.0858,0.1702,Dem,0.2105,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3C,C3R,2,0.2964,0.0858,0.1702,Dem,0.2105,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3C,CA,2,0.2964,0.0858,0.1702,Dem,0.2105,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI3C,N,2,0.2964,0.0858,0.1702,Dem,0.2105,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI4,C1L,2,0.6054,0.2451,0.3877,Dem,0.3603,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI4,C1R,2,0.6054,0.2451,0.3877,Dem,0.3603,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI4,C3L,2,0.6054,0.2451,0.3877,Dem,0.3603,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI4,C3R,2,0.6054,0.2451,0.3877,Dem,0.3603,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI4,CA,2,0.6054,0.2451,0.3877,Dem,0.3603,"[1.0, 0.0]"
Llama 4 Maverick,atp_W34_SCI4,N,2,0.6054,0.2451,0.3877,Dem,0.3603,"[1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNB2F1,C1L,3,0.1344,0.0888,0.0988,Dem,0.1274,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNB2F1,C1R,3,0.1344,0.0888,0.0988,Dem,0.1274,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNB2F1,C3L,3,0.1344,0.0888,0.0988,Dem,0.1274,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNB2F1,C3R,3,0.3887,0.5162,0.485,Rep,0.1274,"[1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNB2F1,CA,3,0.1344,0.0888,0.0988,Dem,0.1274,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNB2F1,N,3,0.1344,0.0888,0.0988,Dem,0.1274,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNBF1,C1L,3,0.3089,0.0654,0.1675,Dem,0.2435,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNBF1,C1R,3,0.3089,0.0654,0.1675,Dem,0.2435,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNBF1,C3L,3,0.3089,0.0654,0.1675,Dem,0.2435,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNBF1,C3R,3,0.3089,0.0654,0.1675,Dem,0.2435,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNBF1,CA,3,0.3089,0.0654,0.1675,Dem,0.2435,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNBF1,N,3,0.3089,0.0654,0.1675,Dem,0.2435,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNP2F1,C1L,3,0.1037,0.1019,0.1021,Dem,0.1257,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNP2F1,C1R,3,0.1037,0.1019,0.1021,Dem,0.1257,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNP2F1,C3L,3,0.1037,0.1019,0.1021,Dem,0.1257,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNP2F1,C3R,3,0.4273,0.5529,0.524,Rep,0.1257,"[1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNP2F1,CA,3,0.1037,0.1019,0.1021,Dem,0.1257,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNP2F1,N,3,0.1037,0.1019,0.1021,Dem,0.1257,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNPF1,C1L,3,0.3236,0.0561,0.1679,Dem,0.2674,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNPF1,C1R,3,0.3236,0.0561,0.1679,Dem,0.2674,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNPF1,C3L,3,0.3236,0.0561,0.1679,Dem,0.2674,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNPF1,C3R,3,0.3236,0.0561,0.1679,Dem,0.2674,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNPF1,CA,3,0.3236,0.0561,0.1679,Dem,0.2674,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_AMNTWMNPF1,N,3,0.3236,0.0561,0.1679,Dem,0.2674,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2D,C1L,3,0.3876,0.1913,0.2786,Dem,0.1962,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2D,C1R,3,0.3876,0.1913,0.2786,Dem,0.1962,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2D,C3L,3,0.3876,0.1913,0.2786,Dem,0.1962,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2D,C3R,3,0.3876,0.1913,0.2786,Dem,0.1962,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2D,CA,3,0.3876,0.1913,0.2786,Dem,0.1962,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2D,N,3,0.3876,0.1913,0.2786,Dem,0.1962,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2E,C1L,3,0.5732,0.4368,0.4956,Dem,0.1365,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2E,C1R,3,0.5732,0.4368,0.4956,Dem,0.1365,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2E,C3L,3,0.5732,0.4368,0.4956,Dem,0.1365,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2E,C3R,3,0.5732,0.4368,0.4956,Dem,0.1365,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2E,CA,3,0.5732,0.4368,0.4956,Dem,0.1365,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2E,N,3,0.4268,0.5632,0.5044,Rep,0.1365,"[1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2G,C1L,3,0.4058,0.2784,0.3357,Dem,0.1273,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2G,C1R,3,0.1618,0.2364,0.2034,Rep,0.1273,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2G,C3L,3,0.1618,0.2364,0.2034,Rep,0.1273,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2G,C3R,3,0.1618,0.2364,0.2034,Rep,0.1273,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2G,CA,3,0.1618,0.2364,0.2034,Rep,0.1273,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2G,N,3,0.1618,0.2364,0.2034,Rep,0.1273,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2K,C1L,3,0.225,0.3284,0.2802,Rep,0.1328,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2K,C1R,3,0.225,0.3284,0.2802,Rep,0.1328,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2K,C3L,3,0.225,0.3284,0.2802,Rep,0.1328,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2K,C3R,3,0.225,0.3284,0.2802,Rep,0.1328,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2K,CA,3,0.225,0.3284,0.2802,Rep,0.1328,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ1F2K,N,3,0.328,0.1952,0.2562,Dem,0.1328,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2D,C1L,3,0.4222,0.2611,0.338,Dem,0.1612,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2D,C1R,3,0.4222,0.2611,0.338,Dem,0.1612,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2D,C3L,3,0.4222,0.2611,0.338,Dem,0.1612,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2D,C3R,3,0.4222,0.2611,0.338,Dem,0.1612,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2D,CA,3,0.4222,0.2611,0.338,Dem,0.1612,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2D,N,3,0.4222,0.2611,0.338,Dem,0.1612,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2F,C1L,3,0.5254,0.3716,0.4425,Dem,0.1538,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2F,C1R,3,0.5254,0.3716,0.4425,Dem,0.1538,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2F,C3L,3,0.5254,0.3716,0.4425,Dem,0.1538,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2F,C3R,3,0.5254,0.3716,0.4425,Dem,0.1538,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2F,CA,3,0.5254,0.3716,0.4425,Dem,0.1538,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERBIZ2F2F,N,3,0.5254,0.3716,0.4425,Dem,0.1538,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1A,C1L,3,0.1469,0.244,0.2025,Rep,0.1253,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1A,C1R,3,0.1469,0.244,0.2025,Rep,0.1253,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1A,C3L,3,0.1469,0.244,0.2025,Rep,0.1253,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1A,C3R,3,0.1469,0.244,0.2025,Rep,0.1253,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1A,CA,3,0.1469,0.244,0.2025,Rep,0.1253,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1A,N,3,0.1469,0.244,0.2025,Rep,0.1253,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1C,C1L,3,0.2768,0.3321,0.3052,Rep,0.1429,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1C,C1R,3,0.2768,0.3321,0.3052,Rep,0.1429,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1C,C3L,3,0.2768,0.3321,0.3052,Rep,0.1429,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1C,C3R,3,0.2768,0.3321,0.3052,Rep,0.1429,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1C,CA,3,0.2768,0.3321,0.3052,Rep,0.1429,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1C,N,3,0.2768,0.3321,0.3052,Rep,0.1429,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1E,C1L,3,0.4887,0.3674,0.4179,Dem,0.1213,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1E,C1R,3,0.4887,0.3674,0.4179,Dem,0.1213,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1E,C3L,3,0.4887,0.3674,0.4179,Dem,0.1213,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1E,C3R,3,0.4887,0.3674,0.4179,Dem,0.1213,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1E,CA,3,0.4887,0.3674,0.4179,Dem,0.1213,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1E,N,3,0.4887,0.3674,0.4179,Dem,0.1213,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1F,C1L,3,0.2301,0.261,0.2468,Rep,0.1238,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1F,C1R,3,0.2301,0.261,0.2468,Rep,0.1238,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1F,C3L,3,0.2301,0.261,0.2468,Rep,0.1238,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1F,C3R,3,0.2301,0.261,0.2468,Rep,0.1238,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1F,CA,3,0.2301,0.261,0.2468,Rep,0.1238,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1F,N,3,0.2301,0.261,0.2468,Rep,0.1238,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1H,C1L,3,0.3834,0.2143,0.285,Dem,0.1691,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1H,C1R,3,0.3834,0.2143,0.285,Dem,0.1691,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1H,C3L,3,0.3834,0.2143,0.285,Dem,0.1691,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1H,C3R,3,0.3834,0.2143,0.285,Dem,0.1691,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1H,CA,3,0.3834,0.2143,0.285,Dem,0.1691,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL1F1H,N,3,0.3834,0.2143,0.285,Dem,0.1691,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1B,C1L,3,0.3663,0.2022,0.2712,Dem,0.1641,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1B,C1R,3,0.1831,0.3197,0.2616,Rep,0.1641,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1B,C3L,3,0.3663,0.2022,0.2712,Dem,0.1641,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1B,C3R,3,0.1831,0.3197,0.2616,Rep,0.1641,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1B,CA,3,0.1831,0.3197,0.2616,Rep,0.1641,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1B,N,3,0.3663,0.2022,0.2712,Dem,0.1641,"[0.0, 1.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1C,C1L,3,0.2644,0.2584,0.2597,Dem,0.1944,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1C,C1R,3,0.2644,0.2584,0.2597,Dem,0.1944,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1C,C3L,3,0.2644,0.2584,0.2597,Dem,0.1944,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1C,C3R,3,0.2644,0.2584,0.2597,Dem,0.1944,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1C,CA,3,0.2644,0.2584,0.2597,Dem,0.1944,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1C,N,3,0.2644,0.2584,0.2597,Dem,0.1944,"[0.0, 0.0, 1.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1D,C1L,3,0.4876,0.7769,0.6553,Rep,0.2893,"[1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1D,C1R,3,0.4876,0.7769,0.6553,Rep,0.2893,"[1.0, 0.0, 0.0]"
Llama 4 Maverick,atp_W36_BETTERPOL2F1D,C3L,3,0.5124,0.2231,0.3447,Dem,0.2893,"[0.0, 0.0, 1.0]"
