wave,var_name,question,n_options,option_labels,dist_overall,dist_rep,dist_dem,n_overall,n_rep,n_dem,partisan_gap,error
W50,DNA4,Did you learn about any close relatives you didn’t know about from your DNA test results?,2,"[""Yes, learned about close relatives you didn\u2019t know about"", ""No, did not learn about close relatives you didn\u2019t know about""]","[0.2487, 0.7513]","[0.249, 0.751]","[0.2441, 0.7559]",1927,789,1109,0.005,
W50,DNA5,Did your DNA test results change the way you think about your racial or ethnic identity?,2,"[""Yes, changed"", ""No, did not change""]","[0.123, 0.877]","[0.0954, 0.9046]","[0.1442, 0.8558]",1927,789,1109,0.0487,
W50,SPOUSESEX,Is your spouse or partner of the opposite sex as you or the same sex as you?,2,"[""Opposite sex"", ""Same sex""]","[0.9704, 0.0296]","[0.9875, 0.0125]","[0.9542, 0.0458]",6459,2954,3346,0.0333,
W50,ORIENTATIONMOD,Do you think of yourself as…,5,"[""Gay or lesbian"", ""Straight, that is, not gay or lesbian"", ""Bisexual"", ""Something else"", ""I don\u2019t know the answer""]","[0.0292, 0.9099, 0.0345, 0.0132, 0.0132]","[0.0083, 0.9628, 0.0164, 0.0051, 0.0074]","[0.0459, 0.8699, 0.0483, 0.0191, 0.0167]",9834,4092,5469,0.0314,
W54,SATLIFEa,SATLIFEa_W54. Please tell us whether you are satisfied/dissatisfied with the following aspects of your life… Your family life,4,"[""Very satisfied"", ""Somewhat satisfied"", ""Somewhat dissatisfied"", ""Very dissatisfied""]","[0.4793, 0.3755, 0.1043, 0.0409]","[0.5283, 0.3421, 0.0933, 0.0363]","[0.442, 0.4012, 0.1133, 0.0435]",6878,2866,3801,0.0402,
W54,SATLIFEb,SATLIFEb_W54. Please tell us whether you are satisfied/dissatisfied with the following aspects of your life… Your social life,4,"[""Very satisfied"", ""Somewhat satisfied"", ""Somewhat dissatisfied"", ""Very dissatisfied""]","[0.2921, 0.4706, 0.1826, 0.0547]","[0.3281, 0.4616, 0.1628, 0.0475]","[0.2644, 0.478, 0.1978, 0.0598]",6878,2866,3801,0.0411,
W54,SATLIFEc,SATLIFEc_W54. Please tell us whether you are satisfied/dissatisfied with the following aspects of your life…. The quality of life in your local community,4,"[""Very satisfied"", ""Somewhat satisfied"", ""Somewhat dissatisfied"", ""Very dissatisfied""]","[0.3446, 0.4838, 0.1319, 0.0397]","[0.3885, 0.4586, 0.111, 0.0419]","[0.3155, 0.5029, 0.1447, 0.0368]",6878,2866,3801,0.0356,
W54,FIN_SIT,How would you describe your household’s financial situation?,4,"[""Live comfortably"", ""Meet your basic expenses with a little left over for extras"", ""Just meet your basic expenses"", ""Don\u2019t even have enough to meet basic expenses""]","[0.3598, 0.4012, 0.1849, 0.0541]","[0.3999, 0.4024, 0.155, 0.0427]","[0.3389, 0.4002, 0.2022, 0.0587]",6878,2866,3801,0.0468,
W54,FIN_SITMOST,How would you describe the financial situation of MOST Americans?,4,"[""Live comfortably"", ""Meet their basic expenses with a little left over for extras"", ""Just meet their basic expenses"", ""Don\u2019t even have enough to meet basic expenses""]","[0.0423, 0.3886, 0.4822, 0.0869]","[0.062, 0.4873, 0.408, 0.0426]","[0.0259, 0.3205, 0.5352, 0.1184]",6878,2866,3801,0.105,
W54,FIN_SITCOMM,How would you describe the financial situation of MOST People IN THE AREA Where YOU LIVE?,4,"[""Live comfortably"", ""Meet their basic expenses with a little left over for extras"", ""Just meet their basic expenses"", ""Don\u2019t even have enough to meet basic expenses""]","[0.2537, 0.449, 0.2404, 0.0569]","[0.2874, 0.4771, 0.1953, 0.0403]","[0.2334, 0.4286, 0.2693, 0.0686]",6878,2866,3801,0.0615,
W54,FIN_SITGROWUP,"Now thinking about when you were growing up, how would you describe your family’s financial situation for most of the time WHEN YOU WERE Growing UP?",4,"[""Lived comfortably"", ""Met basic expenses with a little left over for extras"", ""Just met basic expenses"", ""Didn\u2019t even have enough to meet basic expenses""]","[0.2413, 0.3781, 0.2714, 0.1092]","[0.227, 0.3891, 0.2892, 0.0947]","[0.2529, 0.3733, 0.2561, 0.1178]",6878,2866,3801,0.0197,
W54,GOVPRIORITYa,GOVPRIORITYa_W54. How much of a priority should each of the following be for the federal government to address... Making health care more affordable,4,"[""A top priority"", ""Important, but lower priority"", ""Not too important"", ""Should not be done""]","[0.7233, 0.2196, 0.0372, 0.0198]","[0.5268, 0.3535, 0.076, 0.0438]","[0.8677, 0.1212, 0.0087, 0.0024]",6878,2866,3801,0.1636,
W54,GOVPRIORITYb,GOVPRIORITYb_W54. How much of a priority should each of the following be for the federal government to address... Reducing illegal immigration,4,"[""A top priority"", ""Important, but lower priority"", ""Not too important"", ""Should not be done""]","[0.3672, 0.3494, 0.2448, 0.0387]","[0.7019, 0.2439, 0.0483, 0.0059]","[0.117, 0.4244, 0.3956, 0.063]",6878,2866,3801,0.3488,
W54,GOVPRIORITYc,GOVPRIORITYc_W54. How much of a priority should each of the following be for the federal government to address... Reducing economic inequality,4,"[""A top priority"", ""Important, but lower priority"", ""Not too important"", ""Should not be done""]","[0.4339, 0.3633, 0.1381, 0.0647]","[0.1687, 0.4067, 0.2794, 0.1452]","[0.6319, 0.3285, 0.0341, 0.0055]",6878,2866,3801,0.3293,
W54,GOVPRIORITYd,GOVPRIORITYd_W54. How much of a priority should each of the following be for the federal government to address... Addressing climate change,4,"[""A top priority"", ""Important, but lower priority"", ""Not too important"", ""Should not be done""]","[0.5147, 0.2592, 0.1495, 0.0766]","[0.1787, 0.3438, 0.3071, 0.1703]","[0.7653, 0.1928, 0.0345, 0.0074]",6878,2866,3801,0.395,
W54,GOVPRIORITYe,GOVPRIORITYe_W54. How much of a priority should each of the following be for the federal government to address... Dealing with terrorism,4,"[""A top priority"", ""Important, but lower priority"", ""Not too important"", ""Should not be done""]","[0.6408, 0.2917, 0.0627, 0.0048]","[0.8027, 0.1672, 0.0259, 0.0042]","[0.5142, 0.3881, 0.0926, 0.005]",6878,2866,3801,0.1189,
W54,GOVPRIORITYf,GOVPRIORITYf_W54. How much of a priority should each of the following be for the federal government to address... Reducing gun violence,4,"[""A top priority"", ""Important, but lower priority"", ""Not too important"", ""Should not be done""]","[0.606, 0.2775, 0.0864, 0.0301]","[0.3306, 0.4324, 0.1737, 0.0632]","[0.8108, 0.1613, 0.0224, 0.0055]",6878,2866,3801,0.2489,
W54,WHYREDINEQa,WHYREDINEQa_W54. Please indicate if each of the following are a reason... Economic inequality goes against our country’s values,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.4164, 0.3966, 0.1871]","[0.2758, 0.4576, 0.2665]","[0.4791, 0.3683, 0.1526]",5448,1637,3637,0.1586,
W54,WHYREDINEQb,WHYREDINEQb_W54. Please indicate if each of the following are a reason... Economic inequality limits people’s opportunities,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.7323, 0.2254, 0.0423]","[0.5058, 0.3938, 0.1003]","[0.834, 0.1503, 0.0157]",5448,1637,3637,0.2064,
W54,WHYREDINEQc,WHYREDINEQc_W54. Please indicate if each of the following are a reason... Economic inequality has a harmful effect on economic growth,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.5704, 0.3545, 0.0751]","[0.3947, 0.488, 0.1174]","[0.6482, 0.2945, 0.0572]",5448,1637,3637,0.1568,
W54,WHYREDINEQd,WHYREDINEQd_W54. Please indicate if each of the following are a reason... Economic inequality gives the wealthy too much political influence and access,3,"[""Major reason"", ""Minor reason"", ""Not a reason""]","[0.7732, 0.1795, 0.0473]","[0.5703, 0.3218, 0.1079]","[0.8653, 0.1134, 0.0212]",5448,1637,3637,0.1909,
W54,GOVRESP_a,GOVRESP_a_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? An adequate standard of living,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.5452, 0.4548]","[0.2746, 0.7254]","[0.7442, 0.2558]",6878,2866,3801,0.4695,
W54,GOVRESP_b,GOVRESP_b_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? Adequate housing,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.482, 0.518]","[0.2335, 0.7665]","[0.6632, 0.3368]",6878,2866,3801,0.4297,
W54,GOVRESP_c,GOVRESP_c_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? High quality K-12 education,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.8032, 0.1968]","[0.6423, 0.3577]","[0.9231, 0.0769]",6878,2866,3801,0.2809,
W54,GOVRESP_d,GOVRESP_d_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? A college education,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.3245, 0.6755]","[0.1319, 0.8681]","[0.465, 0.535]",6878,2866,3801,0.3331,
W54,GOVRESP_e,GOVRESP_e_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? Adequate income in retirement,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.5593, 0.4407]","[0.3542, 0.6458]","[0.7049, 0.2951]",6878,2866,3801,0.3507,
W54,GOVRESP_f,GOVRESP_f_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? Adequate medical care,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.7239, 0.2761]","[0.434, 0.566]","[0.9312, 0.0688]",3436,1409,1925,0.4972,
W54,GOVRESP_g,GOVRESP_g_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? Health insurance,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.6309, 0.3691]","[0.2913, 0.7087]","[0.8876, 0.1124]",3442,1457,1876,0.5962,
W54,GOVRESP_h,GOVRESP_h_W54. Do you think each of the following is something the federal government has a responsibility to provide for all Americans? Access to high-speed internet,2,"[""Yes, a responsibility of the federal government to provide for all Americans"", ""No, not the responsibility of the federal government to provide""]","[0.2814, 0.7186]","[0.1307, 0.8693]","[0.3949, 0.6051]",6878,2866,3801,0.2642,
W54,ECON1,"Thinking about the nation’s economy, how would you rate economic conditions in this country today?",4,"[""Excellent"", ""Good"", ""Only fair"", ""Poor""]","[0.1075, 0.4679, 0.3515, 0.073]","[0.2293, 0.5613, 0.1808, 0.0286]","[0.0184, 0.4028, 0.475, 0.1038]",6878,2866,3801,0.2185,
W54,ECON1B,"A year from now, do you expect that economic conditions in the country as a whole will be…",3,"[""Better"", ""Worse"", ""About the same as now""]","[0.1831, 0.3493, 0.4676]","[0.3366, 0.1335, 0.5299]","[0.0697, 0.5153, 0.415]",6878,2866,3801,0.1909,
W54,ECON3_a,"ECON3_a_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? The availability of jobs",4,"["" A great deal"", "" A fair amount"", "" Not too much"", "" Not at all""]","[0.4587, 0.4034, 0.1157, 0.0222]","[0.5587, 0.3435, 0.0796, 0.0182]","[0.3893, 0.4433, 0.1423, 0.0251]",6878,2866,3801,0.082,
W54,ECON3_b,"ECON3_b_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? How the stock market is doing",4,"[""  A great deal"", ""  A fair amount"", ""  Not too much"", ""  Not at all""]","[0.2485, 0.4687, 0.2185, 0.0643]","[0.3058, 0.4852, 0.1605, 0.0486]","[0.2091, 0.4579, 0.26, 0.073]",6878,2866,3801,0.0817,
W54,ECON3_c,"ECON3_c_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? Prices for food and consumer goods",4,"["" A great deal"", "" A fair amount"", "" Not too much"", "" Not at all""]","[0.3625, 0.4724, 0.1429, 0.0222]","[0.3198, 0.5097, 0.1471, 0.0235]","[0.3924, 0.4465, 0.1403, 0.0209]",3442,1457,1876,0.0282,
W54,ECON3_d,"ECON3_d_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? The cost of health care",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.4296, 0.31, 0.19, 0.0704]","[0.2636, 0.3637, 0.2733, 0.0994]","[0.5589, 0.2668, 0.1253, 0.049]",3442,1457,1876,0.1814,
W54,ECON3_e,"ECON3_e_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? Real estate values",4,"["" A great deal"", "" A fair amount"", "" Not too much"", "" Not at all""]","[0.257, 0.4903, 0.206, 0.0466]","[0.2622, 0.5148, 0.1801, 0.0428]","[0.2544, 0.4755, 0.2227, 0.0473]",3442,1457,1876,0.0198,
W54,ECON3_f,"ECON3_f_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? Gas prices",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.207, 0.4063, 0.3132, 0.0735]","[0.2158, 0.4587, 0.265, 0.0605]","[0.1933, 0.371, 0.3521, 0.0836]",3436,1409,1925,0.0519,
W54,ECON3_g,"ECON3_g_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? The federal budget deficit",4,"["" A great deal"", "" A fair amount"", "" Not too much"", "" Not at all""]","[0.3305, 0.3479, 0.2413, 0.0803]","[0.2511, 0.3795, 0.2834, 0.0861]","[0.3864, 0.3225, 0.2147, 0.0764]",3436,1409,1925,0.0744,
W54,ECON3_h,"ECON3_h_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? Wages and incomes",4,"["" A great deal"", "" A fair amount"", "" Not too much"", "" Not at all""]","[0.4909, 0.4065, 0.0838, 0.0187]","[0.3971, 0.5002, 0.0856, 0.0172]","[0.5644, 0.3354, 0.0809, 0.0193]",6878,2866,3801,0.0573,
W54,ECON3_i,"ECON3_i_W54. How much, if at all, do you think each of the following is contributing to your opinion about how the economy is doing? The country’s tax system",4,"[""  A great deal"", ""  A fair amount"", ""  Not too much"", ""  Not at all""]","[0.3639, 0.4028, 0.1861, 0.0472]","[0.292, 0.4494, 0.2098, 0.0488]","[0.4178, 0.3687, 0.169, 0.0446]",6878,2866,3801,0.0584,
W54,ECON4_a,"ECON4_a_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? The availability of jobs in your area",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.2546, 0.2986, 0.2787, 0.1681]","[0.2415, 0.3, 0.286, 0.1726]","[0.2594, 0.299, 0.2737, 0.1679]",6878,2866,3801,0.0132,
W54,ECON4_b,"ECON4_b_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? How the stock market is doing",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.1708, 0.3071, 0.3279, 0.1943]","[0.2007, 0.3081, 0.3175, 0.1737]","[0.15, 0.3117, 0.3337, 0.2046]",6878,2866,3801,0.0428,
W54,ECON4_c,"ECON4_c_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? Prices for food and consumer goods",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.4259, 0.3656, 0.177, 0.0315]","[0.3989, 0.3858, 0.1836, 0.0316]","[0.4415, 0.3517, 0.1748, 0.0321]",3442,1457,1876,0.0171,
W54,ECON4_d,"ECON4_d_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? The cost of health care",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.4223, 0.3147, 0.2073, 0.0557]","[0.3549, 0.3391, 0.238, 0.0681]","[0.4725, 0.2966, 0.1828, 0.0481]",3442,1457,1876,0.0709,
W54,ECON4_e,"ECON4_e_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? Real estate values in your area",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.2769, 0.3332, 0.2702, 0.1197]","[0.2638, 0.3216, 0.2961, 0.1185]","[0.2872, 0.3422, 0.2503, 0.1203]",3442,1457,1876,0.0231,
W54,ECON4_f,"ECON4_f_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? Gas prices",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.2618, 0.3394, 0.3028, 0.096]","[0.2789, 0.3752, 0.2732, 0.0728]","[0.2439, 0.3128, 0.3279, 0.1154]",3436,1409,1925,0.0584,
W54,ECON4_g,"ECON4_g_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? The federal budget deficit",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.1458, 0.2267, 0.404, 0.2235]","[0.1317, 0.2212, 0.4202, 0.2269]","[0.1499, 0.2343, 0.3899, 0.2259]",3436,1409,1925,0.0168,
W54,ECON4_h,"ECON4_h_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? Wages and incomes in your area",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.4966, 0.2982, 0.1384, 0.0668]","[0.4396, 0.3316, 0.1575, 0.0712]","[0.5345, 0.2762, 0.1245, 0.0648]",6878,2866,3801,0.0469,
W54,ECON4_i,"ECON4_i_W54. Thinking about YOUR own household’s financial situation, how much, if at all, does each of the following affect YOUR household’s financial situation? The country’s tax system",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.3406, 0.4152, 0.2009, 0.0433]","[0.3419, 0.4328, 0.1832, 0.0421]","[0.3365, 0.4054, 0.2132, 0.0449]",6878,2866,3801,0.0136,
W54,INEQ1,Thinking about the level of economic inequality in the country these days… Would you say there is…,3,"[""Too much economic inequality"", ""Too little economic inequality"", ""About the right amount of economic inequality""]","[0.6544, 0.1066, 0.239]","[0.4035, 0.1042, 0.4923]","[0.8357, 0.1046, 0.0597]",6878,2866,3801,0.4324,
W54,INEQ2,Do you think that…,2,"[""Some amount of economic inequality is acceptable"", ""No amount of economic inequality is acceptable""]","[0.7444, 0.2556]","[0.8364, 0.1636]","[0.718, 0.282]",4391,1104,3163,0.1184,
W54,INEQ3,"In order to address economic inequality in this country, do you think our economic system…",3,"[""Requires only minor changes"", ""Requires major changes"", ""Needs to be completely rebuilt""]","[0.1896, 0.6858, 0.1246]","[0.4081, 0.4903, 0.1016]","[0.1166, 0.7544, 0.129]",4391,1104,3163,0.1595,
W54,INEQ4_a,"INEQ4_a_W54. How much responsibility, if any, should each of the following have in reducing economic inequality in our country? The federal government",4,"[""A lot"", ""Some"", ""Only a little"", ""None""]","[0.6637, 0.2655, 0.0493, 0.0215]","[0.4013, 0.3904, 0.1356, 0.0728]","[0.7568, 0.2198, 0.019, 0.0044]",4391,1104,3163,0.2029,
W54,INEQ4_b,"INEQ4_b_W54. How much responsibility, if any, should each of the following have in reducing economic inequality in our country? State governments",4,"[""A lot"", ""Some"", ""Only a little"", ""None""]","[0.5109, 0.4163, 0.0538, 0.019]","[0.3737, 0.4613, 0.1067, 0.0583]","[0.5565, 0.4029, 0.0349, 0.0057]",4391,1104,3163,0.1199,
W54,INEQ4_c,"INEQ4_c_W54. How much responsibility, if any, should each of the following have in reducing economic inequality in our country? Large businesses and corporations",4,"[""A lot"", ""Some"", ""Only a little"", ""None""]","[0.6449, 0.2779, 0.0491, 0.0281]","[0.4864, 0.3964, 0.0745, 0.0427]","[0.7033, 0.2334, 0.0396, 0.0237]",4391,1104,3163,0.0966,
W54,INEQ4_d,"INEQ4_d_W54. How much responsibility, if any, should each of the following have in reducing economic inequality in our country? Churches and other religious organizations",4,"[""A lot"", ""Some"", ""Only a little"", ""None""]","[0.117, 0.2894, 0.2713, 0.3223]","[0.1066, 0.3206, 0.2614, 0.3115]","[0.1196, 0.2774, 0.2764, 0.3266]",4391,1104,3163,0.0194,
W54,INEQ4_e,"INEQ4_e_W54. How much responsibility, if any, should each of the following have in reducing economic inequality in our country? Wealthy individuals",4,"[""A lot"", ""Some"", ""Only a little"", ""None""]","[0.4782, 0.355, 0.104, 0.0628]","[0.3118, 0.4209, 0.1645, 0.1027]","[0.5391, 0.3306, 0.083, 0.0472]",4391,1104,3163,0.1399,
W54,INEQ5_a,"INEQ5_a_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The outsourcing of jobs to other countries",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.4525, 0.3781, 0.1336, 0.0357]","[0.4868, 0.3747, 0.1025, 0.036]","[0.4242, 0.383, 0.158, 0.0348]",3442,1457,1876,0.0394,
W54,INEQ5_b,"INEQ5_b_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Our current trade policies with other countries",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.3038, 0.4309, 0.2199, 0.0455]","[0.25, 0.4328, 0.2507, 0.0665]","[0.3382, 0.4295, 0.2019, 0.0304]",3436,1409,1925,0.0697,
W54,INEQ5_c,"INEQ5_c_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The automation of jobs",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.3067, 0.4447, 0.2085, 0.0401]","[0.2487, 0.4506, 0.2473, 0.0534]","[0.3469, 0.439, 0.1847, 0.0293]",3436,1409,1925,0.0696,
W54,INEQ5_d,"INEQ5_d_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Too much regulation of major corporations",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.1273, 0.275, 0.3257, 0.272]","[0.1785, 0.394, 0.2964, 0.1311]","[0.0913, 0.1784, 0.345, 0.3853]",3442,1457,1876,0.2147,
W54,INEQ5_e,"INEQ5_e_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Not enough regulation of major corporations",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.3857, 0.2995, 0.2016, 0.1132]","[0.1588, 0.2848, 0.3287, 0.2277]","[0.5595, 0.3101, 0.1035, 0.0268]",3442,1457,1876,0.3426,
W54,INEQ5_f,"INEQ5_f_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people work harder than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.3206, 0.3297, 0.2332, 0.1165]","[0.4976, 0.3306, 0.1046, 0.0672]","[0.1852, 0.3231, 0.336, 0.1557]",3442,1457,1876,0.2402,
W54,INEQ5_g,"INEQ5_g_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Our tax system",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.4731, 0.332, 0.1494, 0.0456]","[0.2817, 0.3928, 0.243, 0.0824]","[0.6108, 0.2881, 0.0822, 0.0189]",3436,1409,1925,0.2057,
W54,INEQ5_h,"INEQ5_h_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The different life choices people make",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.4308, 0.3545, 0.1662, 0.0485]","[0.6459, 0.2632, 0.0608, 0.03]","[0.2754, 0.4188, 0.245, 0.0607]",3436,1409,1925,0.2054,
W54,INEQ5_i,"INEQ5_i_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Some people start out with more opportunities than others",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.4086, 0.382, 0.1632, 0.0463]","[0.228, 0.42, 0.2765, 0.0755]","[0.5514, 0.3474, 0.0782, 0.023]",3442,1457,1876,0.2089,
W54,INEQ5_j,"INEQ5_j_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Problems with our educational system",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.4557, 0.3991, 0.1191, 0.0261]","[0.3801, 0.4309, 0.1589, 0.0301]","[0.5141, 0.3736, 0.0899, 0.0225]",3436,1409,1925,0.0728,
W54,INEQ5_k,"INEQ5_k_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? Discrimination against racial and ethnic minorities",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.3335, 0.3074, 0.2355, 0.1236]","[0.101, 0.2416, 0.4123, 0.2451]","[0.5102, 0.3565, 0.1022, 0.031]",3442,1457,1876,0.3825,
W54,INEQ5_l,"INEQ5_l_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of illegal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.2572, 0.2387, 0.3364, 0.1677]","[0.4735, 0.3176, 0.1681, 0.0408]","[0.0983, 0.1767, 0.4621, 0.2629]",3436,1409,1925,0.3712,
W54,INEQ5_m,"INEQ5_m_W54. How much, if at all, do you think each of the following contributes to economic inequality in this country? The growing number of legal immigrants working in the U.S.",4,"[""Contributes a great deal"", ""Contributes a fair amount"", ""Contributes not too much"", ""Contributes not at all""]","[0.2023, 0.2467, 0.3492, 0.2018]","[0.3185, 0.3123, 0.2658, 0.1034]","[0.1094, 0.1947, 0.4142, 0.2817]",3442,1457,1876,0.238,
W54,INEQ6,"Thinking about children growing up in this country these days, how much, if at all, do you think their family’s financial situation impacts their ability to succeed in life?",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.5126, 0.3804, 0.0955, 0.0115]","[0.3137, 0.4886, 0.1767, 0.021]","[0.6668, 0.2952, 0.0342, 0.0037]",6878,2866,3801,0.1767,
W54,INEQ7,"Thinking about children growing up IN THE AREA Where YOU LIVE these days, how much, if at all, do you think their family’s financial situation impacts their ability to succeed in life?",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Not at all""]","[0.443, 0.4022, 0.1357, 0.0191]","[0.2716, 0.4655, 0.2331, 0.0298]","[0.5736, 0.3546, 0.0612, 0.0106]",6878,2866,3801,0.1708,
W54,INEQ8_a,"INEQ8_a_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Increasing the federal minimum wage",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.3804, 0.2875, 0.2007, 0.1315]","[0.1578, 0.2433, 0.3253, 0.2736]","[0.5512, 0.3201, 0.104, 0.0247]",3442,1457,1876,0.3708,
W54,INEQ8_b,"INEQ8_b_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Making college tuition free at both public two-year and four-year col",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.3715, 0.2787, 0.1922, 0.1576]","[0.1885, 0.1996, 0.2797, 0.3322]","[0.5158, 0.3355, 0.1235, 0.0252]",3442,1457,1876,0.3658,
W54,INEQ8_c,"INEQ8_c_W54. How much, if at all, do you think each of the following proposals would do to reduce economic inequality in the U.S.? Increasing taxes on the wealthiest Americans",4,"[""A great deal"", ""A fair amount"", ""Not too much"", ""Nothing at all""]","[0.4694, 0.2407, 0.1774, 0.1126]","[0.1959, 0.2352, 0.3241, 0.2448]","[0.6784, 0.2399, 0.0673, 0.0144]",3442,1457,1876,0.4001,
